Nombre,Email,Telefono,Codigo_Postal,ID,Provincia,Estado,Categoria
"E.E.I. ""Llanes""",  ,,33500,33028362,Asturias,Asturias,Centro Público
"E.E.I. ""Luis Ochoa De Albornoz""",  ,,33700,33027813,Asturias,Asturias,Centro Público
Escuela De Educación Infantil De Bimenes,  ,,33527,33028647,Asturias,Asturias,Centro Público
Escuela De Educación Infantil,  ,,33520,33028441,Asturias,Asturias,Centro Público
Escuela De Educación Infantil,  ,,33180,33028431,Asturias,Asturias,Centro Público
"E.E.I. ""Rubín""",  ,,33011,33028891,Asturias,Asturias,Centro Público
"E.E.I. ""Jardín De Infancia La Carisa""",  ,,33011,33028180,Asturias,Asturias,Centro Público
"E.E.I. ""María Balbín""",  ,,33008,33027710,Asturias,Asturias,Centro Público
"E.E.I. ""El Texu""",  ,,33450,33028799,Asturias,Asturias,Centro Público
"E.E.I. ""Infanta Leonor""",  ,,33450,33003948,Asturias,Asturias,Centro Público
"E.E.I. ""Posada""",  ,,33594,33028805,Asturias,Asturias,Centro Público
E.E.I. De Proaza,  ,,33114,33029391,Asturias,Asturias,Centro Público
Escuela De Educación Infantil De Riego Arriba,  ,,33156,33005064,Asturias,Asturias,Centro Público
"E.E.I. ""Pequenos""",  ,,33860,33028970,Asturias,Asturias,Centro Público
"E.E.I. ""Monsacro""",  ,,33162,33029020,Asturias,Asturias,Centro Público
Escuela Infantil De Suares,  ,,33528,33023698,Asturias,Asturias,Centro Público
Escuela De Educación Infantil,  ,,33870,33027849,Asturias,Asturias,Centro Público
"E.E.I. ""Minipasitos""",  ,,33777,33029342,Asturias,Asturias,Centro Público
Eei Es Pouet,eiespouet@aj-alaior.org  ,971379347,07730,7013619,Baleares,Baleares,Centro Público
Sa Pilota,sapilota@alcudia.net  ,672399520,07400,7014259,Baleares,Baleares,Centro Público
El Sol,escoletaandratx@estudi6.com  ,971136154,07150,7013115,Baleares,Baleares,Centro Público
Eei Binipetit,escoletamunicipal@ajbinissalem.net  ,971870390,07350,7013255,Baleares,Baleares,Centro Público
Cals Mestres De Caimari,  ,,07314,7015756,Baleares,Baleares,Centro Público
Eei Eriçons,eierissons@gmail.com  ,971565483,07590,7013693,Baleares,Baleares,Centro Público
Eip Campanet,eicampanet@ajcampanet.net  ,636831859,07310,7013991,Baleares,Baleares,Centro Público
Es Ferreret,eiesferreret@gmail.com  ,971564565,07580,7014223,Baleares,Baleares,Centro Público
Sa Galera,sagalera2010@hotmail.com  ,971487938,07760,7014466,Baleares,Baleares,Centro Público
Eip Es Mussol,eiesmussol@hotmail.com  ,971482095,07760,7007981,Baleares,Baleares,Centro Público
Eip Joguina,escolajoguina@telefonica.net  ,971384258,07760,7014089,Baleares,Baleares,Centro Público
Ei Colònia De Sant Jordi,coloniadesantjordi@lirebaescoletes.com  ,971655388,07638,7014429,Baleares,Baleares,Centro Público
Eip Els Llapis,escoletaelsllapis@gmail.com  ,971622019,07330,7013802,Baleares,Baleares,Centro Público
Can Cantó,escoletacancanto@eivissa.es  ,971303672,07850,7014612,Baleares,Baleares,Centro Público
Eei S'Escoleta De Vila,escoleta@eivissa.es  ,971310464,07800,7013607,Baleares,Baleares,Centro Público
Ei Es Castell,eiescastell@aj-escastell.org  ,971368963,07720,7014478,Baleares,Baleares,Centro Público
Eip Xibit,eiesxibit@gmail.com  ,971370570,07749,7014031,Baleares,Baleares,Centro Público
Sa Miloca,eisamiloca@felanitx.org  ,971842252,07208,7014600,Baleares,Baleares,Centro Público
Ses Oronelles,coedinfe@gmail.com  ,971155227,07750,7014481,Baleares,Baleares,Centro Público
Toninaina,toninaina.inca@gmail.com  ,971502989,07300,7008296,Baleares,Baleares,Centro Público
Moixaina,  ,,07430,7016190,Baleares,Baleares,Centro Público
Eei Magaluf,eimagaluf@calvia.com  ,971131569,07182,7013474,Baleares,Baleares,Centro Público
Son Boga,sonboga@lirebaescoletes.com  ,971843691,07500,7014570,Baleares,Baleares,Centro Público
Montaura,escoletamancor@gmail.com  ,971870725,07312,7014351,Baleares,Baleares,Centro Público
Eei Magdalena Humbert,eimagdalenahumbert@educaib.eu  ,971361321,07703,7013681,Baleares,Baleares,Centro Público
Eip Fort De L'Eau,cei_fort_leau@yahoo.es  ,971368890,07701,7008272,Baleares,Baleares,Centro Público
Escola Infantil Sa Gallineta Rossa,coop.flordemurta@hotmail.com  ,971646025,07230,7014405,Baleares,Baleares,Centro Público
Eip Can Alonso,eicanalonso@pmei.palma.cat  ,971751975,07004,7013747,Baleares,Baleares,Centro Público
Son Ferriol,eisonferriol@pmei.palma.cat  ,971426900,07198,7014201,Baleares,Baleares,Centro Público
Eei Maria Mut I Mandilego,eimariamut@pmei.palma.cat  ,971241148,07007,7013243,Baleares,Baleares,Centro Público
Eei Santa Catalina,eisantacatalina@pmei.palma.cat  ,971737395,07013,7005817,Baleares,Baleares,Centro Público
Santa Creu,eisantacreu@pmei.palma.cat  ,971715939,07012,7013450,Baleares,Baleares,Centro Público
Palmanova,eipalmanova@calvia.com  ,971680986,07184,7014788,Baleares,Baleares,Centro Público
Mes Menuts,  ,,07193,7015811,Baleares,Baleares,Centro Público
Eei S'Arenal,eiarenal@pmei.palma.cat  ,971265253,07600,7006676,Baleares,Baleares,Centro Público
Sa Sitra,eisasitra@hotmail.com  ,971168227,07260,7014417,Baleares,Baleares,Centro Público
Ei Es Saluet,eiessaluet@estudi6.com  ,672399519,07151,7014314,Baleares,Baleares,Centro Público
Es Faralló,  ,,07670,7014090,Baleares,Baleares,Centro Público
Ses Cases Noves,ei.sescasesnoves@yahoo.es  ,971422659,07141,7014363,Baleares,Baleares,Centro Público
Ei Huialfàs,escoleta@ajsapobla.net  ,971862019,07420,7012986,Baleares,Baleares,Centro Público
Son Roca,eisonroca@pmei.palma.cat  ,971790656,07011,7006603,Baleares,Baleares,Centro Público
Eip Cala De Bou,escoletacaladebou@hotmail.com  ,665717269,07829,7013841,Baleares,Baleares,Centro Público
Eip Ses Païsses,escoleta_sespaisses@conselldeivissa.es  ,971804142,07820,7013826,Baleares,Baleares,Centro Público
Eip Sant Climent,eipsantcliment@gmail.com  ,971153123,07712,7008430,Baleares,Baleares,Centro Público
Ei La Miranda,escoleta@conselldeformentera.cat  ,971323415,07860,7013875,Baleares,Baleares,Centro Público
Ei Card,eicard.sll@gmail.com  ,971838416,07530,7013981,Baleares,Baleares,Centro Público
Ei Benirràs,eibenirras@gmail.com  ,971333102,07810,7014511,Baleares,Baleares,Centro Público
Eip Es Fameliar,escoleta_esfameliar@conselldeivissa.es  ,971339757,07840,7013814,Baleares,Baleares,Centro Público
Escola Infantil Santa Margalida,eisantamargalida@hotmail.com  ,971856230,07450,7014284,Baleares,Baleares,Centro Público
Eip Es Molinet,eigalatzo@calvia.com  ,971139202,07180,7013838,Baleares,Baleares,Centro Público
Eip Santany,eisantanyi@hotmail.com  ,971653846,07650,7014041,Baleares,Baleares,Centro Público
Escola Infantil Es Roser,escoleta.esroser.selva@gmail.com  ,971515233,07313,7014831,Baleares,Baleares,Centro Público
Sa Rota,escoleta@ajsineu.net  ,626549059,07510,7013322,Baleares,Baleares,Centro Público
Ei Son Carrió,eisoncarrio@outlook.com  ,971838415,07530,7014235,Baleares,Baleares,Centro Público
Eip Virgen De Loreto,ceivirgenloreto@gmail.com  ,971497596,07071,7013772,Baleares,Baleares,Centro Público
Cucarells,escoleta@ajvilafrancadebonany.net  ,971832104,07250,7014247,Baleares,Baleares,Centro Público
De Arrecife,novaschoolarrecife@novaschool.es  ,928-589685,35500,35014548,Las Palmas,Las Palmas,Centro Público
Corralejo,mariolagm@laoliva.net  ,928-328258,35640,35015164,Las Palmas,Las Palmas,Centro Público
Sarantontón,sramirez@aguimes.es  ,928-183897,35118,35015437,Las Palmas,Las Palmas,Centro Público
Base Aérea De Gando,vsanfar@ea.mde.es  ,928-328316,35219,35014172,Las Palmas,Las Palmas,Centro Público
Bambi,jgomez@laspalmasgc.es  ,928-907896,35013,35015413,Las Palmas,Las Palmas,Centro Público
Grumete,mgutqui@fn.mde.es  ,928-230618,35004,35014330,Las Palmas,Las Palmas,Centro Público
La Carrucha,jgomez@laspalmasgc.es  ,928-907676,35009,35015383,Las Palmas,Las Palmas,Centro Público
Pluto (B. Atlántico),jgomez@laspalmasgc.es  ,928-446040,35016,35014411,Las Palmas,Las Palmas,Centro Público
Las Remudas,  ,,35213,35015772,Las Palmas,Las Palmas,Centro Público
Morro Jable,  ,,35625,35015486,Las Palmas,Las Palmas,Centro Público
Bambi,educacion@puertodelrosario.org  ,928-850110,35600,35015176,Las Palmas,Las Palmas,Centro Público
El Canario,escuelasinfantiles@santaluciagc.com  ,928-753407,35110,35015450,Las Palmas,Las Palmas,Centro Público
Los Llanos,escuelasinfantiles@santaluciagc.com  ,928-790219,35110,35015449,Las Palmas,Las Palmas,Centro Público
La Escuelita,guarderia@valleseco.es  ,928-619978,35340,35014342,Las Palmas,Las Palmas,Centro Público
Duendecillo Azul,guarderia@adeje.es  ,922-711570,38670,38017172,Santa Cruz de Tenerife,Canarias,Centro Público
Costa Isora,mmarrero@clece.es  ,922-850100,38686,38016386,Santa Cruz de Tenerife,Canarias,Centro Público
Breña Alta,centroinfantil@balta.org  ,922-429013,38710,38015515,Santa Cruz de Tenerife,Canarias,Centro Público
Los Menceyes,escuelainfantil@candelaria.es  ,922-690681,38530,38015989,Santa Cruz de Tenerife,Canarias,Centro Público
Los Duendes De Los Silos,miriamrome@lossilos.es  ,922-840004,38470,38015540,Santa Cruz de Tenerife,Canarias,Centro Público
Doña Carmela,  ,,38750,38017196,Santa Cruz de Tenerife,Canarias,Centro Público
Villa De Mazo,  ,,38730,38017408,Santa Cruz de Tenerife,Canarias,Centro Público
El Sauzal,centroinfantilelsauzal@gmail.com  ,922-070930,38360,38015552,Santa Cruz de Tenerife,Canarias,Centro Público
Casita Amarilla,  ,,38450,38017421,Santa Cruz de Tenerife,Canarias,Centro Público
Guamasa,mbmora@clece.es  ,922-250636,38330,38016374,Santa Cruz de Tenerife,Canarias,Centro Público
De Fátima,gonzalezmarimer@hotmail.com  ,922-526100,38500,38016362,Santa Cruz de Tenerife,Canarias,Centro Público
Laurisilva,ejimenezg@clece.es  ,922-250636,38320,38016350,Santa Cruz de Tenerife,Canarias,Centro Público
Astrofísica Irene González Hernández,belen@mensajerosdelapazcanarias.com  ,922-335226,38300,38016088,Santa Cruz de Tenerife,Canarias,Centro Público
Capitán Galleta,capitangalleta@sanmigueldeabona.org  ,922-703902,38639,38016982,Santa Cruz de Tenerife,Canarias,Centro Público
Nina Lola Albelo Hernández,elena.pais@aridane.org  ,922-460111,38760,38015849,Santa Cruz de Tenerife,Canarias,Centro Público
Puntallana,escuelainfantil@puntallana.es  ,922-430000,38715,38017214,Santa Cruz de Tenerife,Canarias,Centro Público
Trompita,trompita@aytosanjuandelarambla.es  ,922-350241,38420,38015497,Santa Cruz de Tenerife,Canarias,Centro Público
Faina,faina@arasti.com  ,,38010,38015485,Santa Cruz de Tenerife,Canarias,Centro Público
Santo Domingo,vperez@garafia.org  ,922-400029,38787,38015837,Santa Cruz de Tenerife,Canarias,Centro Público
La Bombillita Feliz,escuelainfantil@tacoronte.es  ,922-572787,38350,38015886,Santa Cruz de Tenerife,Canarias,Centro Público
Tegueste,  ,,38280,38015761,Santa Cruz de Tenerife,Canarias,Centro Público
Saltimbanquis,educacion@ayuntamientodearico.com  ,922-768242,38580,38015874,Santa Cruz de Tenerife,Canarias,Centro Público
Garruchines,  ,,39478,39019231,Cantabria,Cantabria,Centro Público
Virgen De La Cama,  ,,39795,39002991,Cantabria,Cantabria,Centro Público
El Bosque,  ,,39608,39012595,Cantabria,Cantabria,Centro Público
Alberto De La Cantolla,  ,,39722,39018974,Cantabria,Cantabria,Centro Público
La Arena,t-marian@hotmail.com  ,942577696,39310,39018883,Cantabria,Cantabria,Centro Público
El Bosquecillo,  ,,39200,39019462,Cantabria,Cantabria,Centro Público
Eutiquio Ramos,  ,,39612,39004707,Cantabria,Cantabria,Centro Público
El Trastolillo,  ,,39192,39018627,Cantabria,Cantabria,Centro Público
"Escuela Infantil, Universidad De Cantabria",  ,,39005,39019218,Cantabria,Cantabria,Centro Público
Santiago La Robleda,  ,,39311,39001664,Cantabria,Cantabria,Centro Público
Besaya,ceip.besaya@educantabria.es  ,942832725,39400,39002531,Cantabria,Cantabria,Centro Público
El Caballito De Mar,g.caballitodemar@hotmail.com  ,646008479,39340,39018792,Cantabria,Cantabria,Centro Público
E.E.I.,  ,,39407,39013824,Cantabria,Cantabria,Centro Público
Estela De Zurita,  ,,39479,39004872,Cantabria,Cantabria,Centro Público
Arevalillo,05009819@educa.jcyl.es  ,,05200,5009819,Ávila,Castilla La Mancha,Centro Público
La Cacharra,05006491@educa.jcyl.es  ,920 251 670,05000,5006491,Ávila,Castilla La Mancha,Centro Público
Piedra Machucana,05009613@educa.jcyl.es  ,920 257 748,05019,5009613,Ávila,Castilla La Mancha,Centro Público
El Mancho,  ,,05260,5009686,Ávila,Castilla La Mancha,Centro Público
Nube De Azúcar,05009820@educa.jcyl.es  ,,05250,5009820,Ávila,Castilla La Mancha,Centro Público
Lanzahíta,  ,,05490,5009856,Ávila,Castilla La Mancha,Centro Público
Chiquipiedra,05009731@educa.jcyl.es  ,,05000,5009731,Ávila,Castilla La Mancha,Centro Público
Ulaquillos,05009790@educa.jcyl.es  ,920291141,05130,5009790,Ávila,Castilla La Mancha,Centro Público
Allendeduero,  ,,09400,9012400,Burgos,Castilla La Mancha,Centro Público
Santa Teresa-Arco Iris,09009024@educa.jcyl.es  ,947 509 972,09400,9009024,Burgos,Castilla La Mancha,Centro Público
José Antonio Rodríguez De Temiño,  ,,09001,9012564,Burgos,Castilla La Mancha,Centro Público
Los Gigantillos,  ,,09001,9012515,Burgos,Castilla La Mancha,Centro Público
Santa María La Mayor,  ,,09007,9009012,Burgos,Castilla La Mancha,Centro Público
Benjamín,  ,,09198,9012369,Burgos,Castilla La Mancha,Centro Público
Anduva,  ,,09200,9012451,Burgos,Castilla La Mancha,Centro Público
El Garabato,  ,,09410,9012473,Burgos,Castilla La Mancha,Centro Público
Mi Cole,  ,,09342,9012539,Burgos,Castilla La Mancha,Centro Público
Pradoluengo,24017451@educa.jcyl.es  ,987 512 196,24300,24017451,León,Castilla La Mancha,Centro Público
La Cerca,24022274@educa.jcyl.es  ,,24000,24022274,León,Castilla La Mancha,Centro Público
Lago De La Baña,  ,,24746,24022481,León,Castilla La Mancha,Centro Público
La Inmaculada,  ,,24008,24018817,León,Castilla La Mancha,Centro Público
San Pedro,24018830@educa.jcyl.es  ,987 200 282,24000,24018830,León,Castilla La Mancha,Centro Público
Viuda De Cadenas,24018842@educa.jcyl.es  ,987 231 092,24007,24018842,León,Castilla La Mancha,Centro Público
Camino De Santiago,  ,,24401,24022201,León,Castilla La Mancha,Centro Público
Chiguit@S,  ,,24320,24022523,León,Castilla La Mancha,Centro Público
Hermana Carmen Gómez,24022067@educa.jcyl.es  ,987 840 017,24010,24022067,León,Castilla La Mancha,Centro Público
Villadangos Del Páramo,24022420@educa.jcyl.es  ,,24392,24022420,León,Castilla La Mancha,Centro Público
La Cometa,34003798@educa.jcyl.es  ,979 126 049,34800,34003798,Palencia,Palencia,Centro Público
Cevico De La Torre,  ,,34218,34007214,Palencia,Palencia,Centro Público
Casilda Ordóñez,34007111@educa.jcyl.es  ,979 701 287,34000,34007111,Palencia,Palencia,Centro Público
Miguel De Unamuno,34003968@educa.jcyl.es  ,979 727 076,34000,34003968,Palencia,Palencia,Centro Público
Virgen Del Carmen,34003971@educa.jcyl.es  ,979 721 136,34000,34003971,Palencia,Palencia,Centro Público
"Escuela Infantil ""José Antonio Celemín Terradillos""",34007081@educa.jcyl.es  ,,00000,34007081,Palencia,Castilla y León,Centro Público
Leonor De Castilla,34007093@educa.jcyl.es  ,979 777 875,00000,34007093,Palencia,Castilla y León,Centro Público
Glicerio Martin,34002897@educa.jcyl.es  ,979 788 028,34249,34002897,Palencia,Palencia,Centro Público
San Francisco De Asis,37013249@educa.jcyl.es  ,923 402 121,37700,37013249,Salamanca,Castilla La Mancha,Centro Público
Carbajosa De La Sagra,37013377@educa.jcyl.es  ,923 208 661,37188,37013377,Salamanca,Castilla La Mancha,Centro Público
Maestro José Cerezal,37013584@educa.jcyl.es  ,923 330 521,00000,37013584,Palencia,Castilla y León,Centro Público
Bartolill@S,37013730@educa.jcyl.es  ,923592139,37768,37013730,Salamanca,Castilla La Mancha,Centro Público
El Rollo,37013572@educa.jcyl.es  ,636 868 268,00000,37013572,Palencia,Castilla y León,Centro Público
Lazarillo De Tormes,37013250@educa.jcyl.es  ,923 219 922,37000,37013250,Salamanca,Castilla La Mancha,Centro Público
Virgen De La Vega,37013262@educa.jcyl.es  ,923 223 287,37000,37013262,Salamanca,Castilla La Mancha,Centro Público
Santa Marta De Tormes,37013821@educa.jcyl.es  ,,37900,37013821,Salamanca,Castilla La Mancha,Centro Público
Villamayor,  ,,37185,37013900,Salamanca,Castilla La Mancha,Centro Público
El Parque,40008652@educa.jcyl.es  ,,40141,40008652,Segovia,Castilla La Mancha,Centro Público
Cantimpalos,40008639@educa.jcyl.es  ,,40360,40008639,Segovia,Castilla La Mancha,Centro Público
Fuentepelayo,40008615@educa.jcyl.es  ,921574537,40260,40008615,Segovia,Castilla La Mancha,Centro Público
Otero De Herreros,  ,,40422,40008676,Segovia,Castilla La Mancha,Centro Público
Agapito Marazuela,40008500@educa.jcyl.es  ,,40000,40008500,Segovia,Castilla La Mancha,Centro Público
Ntra.Sra.De La Fuencisla,40005161@educa.jcyl.es  ,921 422 968,40000,40005161,Segovia,Castilla La Mancha,Centro Público
María Coronel Y Arana,42007249@educa.jcyl.es  ,,42000,42007249,Soria,Castilla La Mancha,Centro Público
Mimos,42007298@educa.jcyl.es  ,975371185,42158,42007298,Soria,Castilla La Mancha,Centro Público
Langa,  ,,42320,42007365,Soria,Castilla La Mancha,Centro Público
La Alameda,42007161@educa.jcyl.es  ,975 350 061,42330,42007161,Soria,Castilla La Mancha,Centro Público
Dino,42007316@educa.jcyl.es  ,,42174,42007316,Soria,Castilla La Mancha,Centro Público
El Trebol,42004066@educa.jcyl.es  ,975 226 073,42000,42004066,Soria,Castilla La Mancha,Centro Público
Rosa León,  ,,42005,42007225,Soria,Castilla La Mancha,Centro Público
Virgen Del Miron,42004081@educa.jcyl.es  ,975 212 609,42000,42004081,Soria,Castilla La Mancha,Centro Público
Vinuesa,42007341@educa.jcyl.es  ,,42150,42007341,Soria,Castilla La Mancha,Centro Público
Arco Iris,47011383@educa.jcyl.es  ,,00000,47011383,Palencia,Castilla y León,Centro Público
Los Enanitos,47011346@educa.jcyl.es  ,,00000,47011346,Palencia,Castilla y León,Centro Público
El Carpio,  ,,47470,47011838,Valladolid,Castilla La Mancha,Centro Público
Gloria Fuertes,47011516@educa.jcyl.es  ,,47000,47011516,Valladolid,Castilla La Mancha,Centro Público
Iscar,47011051@educa.jcyl.es  ,983 612 664,47420,47011051,Valladolid,Castilla La Mancha,Centro Público
Pinto-Pinto,47011693@educa.jcyl.es  ,,47140,47011693,Valladolid,Castilla La Mancha,Centro Público
Virgen Del Castilviejo,47011528@educa.jcyl.es  ,,47000,47011528,Valladolid,Castilla La Mancha,Centro Público
San Francisco,47011061@educa.jcyl.es  ,983 811 676,47400,47011061,Valladolid,Castilla La Mancha,Centro Público
Alborada,  ,,47410,47007689,Valladolid,Castilla La Mancha,Centro Público
De Peñafiel,47011073@educa.jcyl.es  ,983 880 318,47300,47011073,Valladolid,Castilla La Mancha,Centro Público
Nuestra Señora De La Asunción,47011701@educa.jcyl.es  ,605847855,47490,47011701,Valladolid,Castilla La Mancha,Centro Público
Simancas,47011541@educa.jcyl.es  ,,47000,47011541,Valladolid,Castilla La Mancha,Centro Público
Valdestillas,  ,,47240,47011954,Valladolid,Castilla La Mancha,Centro Público
Caballito Blanco,  ,,47011,47012016,Valladolid,Castilla La Mancha,Centro Público
Cascanueces,47011334@educa.jcyl.es  ,,00000,47011334,Palencia,Castilla y León,Centro Público
El Principito,47007604@educa.jcyl.es  ,983 356 942,47005,47007604,Valladolid,Castilla La Mancha,Centro Público
Fantasia,47011553@educa.jcyl.es  ,,47000,47011553,Valladolid,Castilla La Mancha,Centro Público
La Cometa,47007288@educa.jcyl.es  ,983 234 285,47013,47007288,Valladolid,Castilla La Mancha,Centro Público
Platero,47007276@educa.jcyl.es  ,983 473 085,47014,47007276,Valladolid,Castilla La Mancha,Centro Público
5 Lobitos,47011371@educa.jcyl.es  ,,00000,47011371,Palencia,Castilla y León,Centro Público
C.P.,  ,,49180,49000133,Zamora,Castilla La Mancha,Centro Público
El Nido Sayagués,  ,,49200,49010813,Zamora,Castilla La Mancha,Centro Público
Pequepando,49010783@educa.jcyl.es  ,,49630,49010783,Zamora,Castilla La Mancha,Centro Público
La Veguilla,49007607@educa.jcyl.es  ,980 634 078,49000,49007607,Zamora,Castilla La Mancha,Centro Público
Pablo Montesino,49010795@educa.jcyl.es  ,,49028,49010795,Zamora,Castilla La Mancha,Centro Público
San Miguel,  ,967474500,02250,2009596,Albacete,Castilla y León,Centro Público
Escuela Infantil De Aguas Nuevas,aguas@dipualba.es  ,967273288,02049,2009043,Albacete,Castilla y León,Centro Público
Base Aérea,  ,967556271,02006,2009641,Albacete,Castilla y León,Centro Público
El Pilar,02008981.ei@edu.jccm.es  ,967506741,02006,2008981,Albacete,Castilla y León,Centro Público
Los Girasoles,flopezn@jccm.es  ,967227902,02006,2009006,Albacete,Castilla y León,Centro Público
Ramón Gómez Redondo,einfantilramongr@ayto_albacete.es  ,,02006,2009161,Albacete,Castilla y León,Centro Público
San Pedro Mortero,einfantilsanpedro@ayto_albacete.es  ,967596100,02006,2005074,Albacete,Castilla y León,Centro Público
Escuela Infantil De Albatana,albatana.alc@dipualba.es  ,967324297,02653,2009055,Albacete,Castilla y León,Centro Público
Escuela Infantil De Alcalá Del Júcar,  ,967473323,02210,2009067,Albacete,Castilla y León,Centro Público
El Castillo,mcpinto@jccm.es  ,967343708,02640,2009021,Albacete,Castilla y León,Centro Público
Las Huertas,escuelasinfantiles@gmail.com  ,967341782,02640,2009092,Albacete,Castilla y León,Centro Público
Puerta De La Villa,escuelasinfantiles@gmail.com  ,967318560,02640,2009110,Albacete,Castilla y León,Centro Público
Escuela Infantil De Balazote,balazote@dipualba.es  ,967360251,02320,2009134,Albacete,Castilla y León,Centro Público
Escuela Infantil De Casas De Juan Núñez,casasjuan@dipualba.es  ,650455906,02151,2009171,Albacete,Castilla y León,Centro Público
Los Guachos,  ,967462025,02200,2009857,Albacete,Castilla y León,Centro Público
Blancanieves,ana@ayuntamientochinchilla.com  ,967260001,02520,2009201,Albacete,Castilla y León,Centro Público
Platero,caiplatero@yahoo.es  ,967410161,02430,2009213,Albacete,Castilla y León,Centro Público
Escuela Infantil De Fuente-Álamo,fuentealamo@dipualba.es  ,967321809,02651,2009237,Albacete,Castilla y León,Centro Público
Aulas Del Rosario,  ,,02400,2009250,Albacete,Castilla y León,Centro Público
Martínez Parras,e.nfantiles@ayuntamientodehellin.es  ,967303802,02400,2009274,Albacete,Castilla y León,Centro Público
Escuela Infantil De Hoya-Gonzalo,caihoyagon@hotmail.es  ,968287760,02696,2009304,Albacete,Castilla y León,Centro Público
Escuela Infantil De La Gineta,escuelainfantil.lagineta@hotmail.com  ,967275158,02110,2009249,Albacete,Castilla y León,Centro Público
Escuela Infantil De Lezuza,  ,,02160,2010033,Albacete,Castilla y León,Centro Público
Escuela Infantil De Madrigueras,madrigueras@dipualba.es  ,967485011,02230,2009331,Albacete,Castilla y León,Centro Público
Garabatos,minaya@dipualba.es  ,967450006,02620,2009341,Albacete,Castilla y León,Centro Público
Sanchica,munera@dipualba.es  ,967372256,02612,2009365,Albacete,Castilla y León,Centro Público
Escuela Infantil De Ontur,secretaria.ontur@dipualba.es  ,967323001,02652,2009390,Albacete,Castilla y León,Centro Público
Escuela Infantil Municipal,  ,,02120,2010276,Albacete,Castilla y León,Centro Público
Escuela Infantil De Riópar,  ,967435095,02450,2009432,Albacete,Castilla y León,Centro Público
Gloria Fuertes,eigloriafuertes2007@hotmail.com  ,967480386,02100,2009468,Albacete,Castilla y León,Centro Público
San Roque I,cai@tobarra.es  ,647564234,02500,2009501,Albacete,Castilla y León,Centro Público
Escuela Infantil De Villalgordo Del Júcar,villalgordo@dipualba.es  ,680584577,02636,2009523,Albacete,Castilla y León,Centro Público
Lucas Blázquez,  ,,02600,2009560,Albacete,Castilla y León,Centro Público
Juan Valero-San Antón,  ,967145043,02600,2009559,Albacete,Castilla y León,Centro Público
San Sebastián,  ,967143605,02600,2009572,Albacete,Castilla y León,Centro Público
Escuela Infantil De Agudo,  ,686635235,13410,13011230,Ciudad Real,Castilla y León,Centro Público
Escuela Infantil De Alcázar De San Juan,  ,,13600,13012121,Ciudad Real,Castilla y León,Centro Público
El Parque,ayto.aldeadelrey@cim.es  ,926866910,13380,13011254,Ciudad Real,Castilla y León,Centro Público
La Comedia,13011072.ei@edu.jccm.es  ,926860391,13270,13011072,Ciudad Real,Castilla y León,Centro Público
Gloria Fuertes,escuelasinfantiles@alsimaconsultores.es  ,926483340,13580,13011281,Ciudad Real,Castilla y León,Centro Público
Alba,coordinadorcs@argamasilladealba.es  ,926523427,13710,13011308,Ciudad Real,Castilla y León,Centro Público
El Castillo,13011084.ei@edu.jccm.es  ,926870660,13260,13011084,Ciudad Real,Castilla y León,Centro Público
Solete,cai@calzadadecalatrava.es  ,926876101,13370,13011321,Ciudad Real,Castilla y León,Centro Público
Los Quijotes,ccriptana@local.jccm.es  ,926553355,13610,13011333,Ciudad Real,Castilla y León,Centro Público
La Fuente Del Barco,  ,628367844,13412,13011357,Ciudad Real,Castilla y León,Centro Público
El Lirio,juango@jccm.es  ,926220919,13004,13011114,Ciudad Real,Castilla y León,Centro Público
La Granja,  ,926211044,13005,13011382,Ciudad Real,Castilla y León,Centro Público
Virgen De Las Cruces,13011138.ei@edu.jccm.es  ,926852814,13250,13011138,Ciudad Real,Castilla y León,Centro Público
Mundo Infantil,  ,,13680,13012180,Ciudad Real,Castilla y León,Centro Público
Hermanas Barrera,caimunicipal@lasolana.es  ,926648601,13240,13011503,Ciudad Real,Castilla y León,Centro Público
Santa Teresa De Jesús,13011141.ei@edu.jccm.es  ,926800133,13420,13011141,Ciudad Real,Castilla y León,Centro Público
La Ínsula,13011151.ei@edu.jccm.es  ,926612865,13200,13011151,Ciudad Real,Castilla y León,Centro Público
Escuela Infantil Coleta,  ,,13170,13012118,Ciudad Real,Castilla y León,Centro Público
Escuela Infantil De Montiel,aytomontiel@yahoo.es  ,926353392,13326,13011448,Ciudad Real,Castilla y León,Centro Público
Escuela Infantil De Pedro Muñoz,caipedromunoz@hotmail.com  ,926586231,13620,13011461,Ciudad Real,Castilla y León,Centro Público
Escuela Infantil De Pozuelo De Calatrava,  ,,13179,13012271,Ciudad Real,Castilla y León,Centro Público
Virgen De Gracia,13011175.ei@edu.jccm.es  ,926412211,13500,13011175,Ciudad Real,Castilla y León,Centro Público
Arco Iris,eiarcoiris@ayto-socuellamos.es  ,926531530,13630,13011497,Ciudad Real,Castilla y León,Centro Público
Dulcinea,13011199.ei@edu.jccm.es  ,926513257,13700,13011199,Ciudad Real,Castilla y León,Centro Público
Mediodía,eimediodia@aytotomelloso.es  ,926506057,13700,13011515,Ciudad Real,Castilla y León,Centro Público
Escuela Infantil De Torre De Juan Abad,cai.torre@hotmail.es  ,926383404,13344,13011539,Ciudad Real,Castilla y León,Centro Público
Cachiporro,escuelainfantil@valdepenas.es  ,926329200,13300,13011552,Ciudad Real,Castilla y León,Centro Público
