Nombre,Email,Telefono,Codigo_Postal,Codeigo_Escuela
Denominación específica: La Mecedora,Dirección de correo electrónico:   ,Teléfono: 697131241,Código postal: 23009,23009213
Denominación específica: Liliput,Dirección de correo electrónico: emiliagarridojurado65@gmail.com  ,Teléfono: 618835646,Código postal: 23003,23006273
Denominación específica: Mi casita con jardín,Dirección de correo electrónico: aprendi93@hotmail.com  ,Teléfono: 622835876,Código postal: 23002,23008038
Denominación específica: Nanos,Dirección de correo electrónico: centroinfantilnanos@gmail.com  ,Teléfono: 698958920,Código postal: 23008,23009353
Denominación específica: Patín Azahar,Dirección de correo electrónico: azahar@escuelainfantilpatin.com  ,Teléfono: 634847172,Código postal: 23006,23009079
Denominación específica: Peques,Dirección de correo electrónico:   ,Teléfono:,Código postal: 23003,23008981
Denominación específica: Rapuncel,Dirección de correo electrónico: ceirapuncel@gmail.com  ,Teléfono: 664366766,Código postal: 23007,23006212
Denominación específica: Sonrisas,Dirección de correo electrónico: administracion@centroinfantilsonrisas.es  ,Teléfono: 688933453,Código postal: 23009,23009237
Denominación específica: El Parque,Dirección de correo electrónico: elparquejodar@yahoo.es  ,Teléfono: 953786295,Código postal: 23500,23006182
Denominación específica: El Pradillo I,Dirección de correo electrónico:   ,Teléfono:,Código postal: 23500,23009699
Denominación específica: Arco Iris,Dirección de correo electrónico: evaverag@hotmail.com  ,Teléfono: 615592865,Código postal: 23700,23008749
Denominación específica: Colores 2,Dirección de correo electrónico: elarboldecolores@gmail.com  ,Teléfono: 953651980,Código postal: 23700,23009365
Denominación específica: El Jardín del Príncipe,Dirección de correo electrónico: esanvidi65@gmail.com  ,Teléfono: 953698202,Código postal: 23700,23009262
Denominación específica: Héroes,Dirección de correo electrónico: escuelainfantilheroes@outlook.es  ,Teléfono: 953967798,Código postal: 23700,23009031
Denominación específica: Meninos II,Dirección de correo electrónico: ceimeninos2009@hotmail.com  ,Teléfono: 953090812,Código postal: 23700,23009171
Denominación específica: Pezqueñitos,Dirección de correo electrónico:   ,Teléfono:,Código postal: 23700,23009109
Denominación específica: Santa Rosa,Dirección de correo electrónico:   ,Teléfono:,Código postal: 23700,23002632
Denominación específica: Hada,Dirección de correo electrónico: hadainfantil@hotmail.es  ,Teléfono: 953350950,Código postal: 23100,23008026
Denominación específica: Reino de Simba,Dirección de correo electrónico:   ,Teléfono:,Código postal: 23600,23009791
Denominación específica: Europa,Dirección de correo electrónico: rruiort178@hotmail.com  ,Teléfono: 953411129,Código postal: 23640,23006194
Denominación específica: El Sapito,Dirección de correo electrónico: 23009614.edu@juntadeandalucia.es  ,Teléfono: 648221414,Código postal: 23650,23009614
Denominación específica: Cielo Iris,Dirección de correo electrónico: guarderia_cieloiris@hotmail.com  ,Teléfono: 953753995,Código postal: 23400,23006819
Denominación específica: Imagina,Dirección de correo electrónico: ceibimagina@gmail.com  ,Teléfono: 953828322,Código postal: 23400,23009201
Denominación específica: Nido,Dirección de correo electrónico: case@guarderianido.com  ,Teléfono: 953756196,Código postal: 23400,23007873
Denominación específica: Recreo 2,Dirección de correo electrónico: escuelainfantilrecreo2@hotmail.com  ,Teléfono: 953750559,Código postal: 23400,23008993
Denominación específica: Guardería Infantil Laboral,Dirección de correo electrónico: hnaseucaristicas@hotmail.com  ,Teléfono: 953440854,Código postal: 23400,23008233
Denominación específica: Pequeños gigantes,Dirección de correo electrónico:   ,Teléfono:,Código postal: 23630,23009781
Denominación específica: Nueve Lunas,Dirección de correo electrónico: INFO@GUARDERIA9LUNAS.COM  ,Teléfono: 655283019,Código postal: 29760,29017232
Denominación específica: EL Columpio de Crespi,Dirección de correo electrónico: elcolumpiodecrespi@hotmail.com  ,Teléfono: 677095110,Código postal: 29130,29016872
Denominación específica: El Rinconcito de Ana,Dirección de correo electrónico: info@elrinconcitodeana.es  ,Teléfono: 952124251,Código postal: 29130,29019745
Denominación específica: Novainfancia,Dirección de correo electrónico: info@novainfancia.com  ,Teléfono: 952963798,Código postal: 29130,29008255
Denominación específica: Retamar,Dirección de correo electrónico: eiretamar@hotmail.com  ,Teléfono: 952412568,Código postal: 29130,29016801
Denominación específica: Dulces,Dirección de correo electrónico:   ,Teléfono:,Código postal: 29120,29018406
Denominación específica: Cocoguagua,Dirección de correo electrónico: criscocoguagua@hotmail.com  ,Teléfono: 629761211,Código postal: 29749,29015946
Denominación específica: Alminares,Dirección de correo electrónico: info@alminaresinfantil.com  ,Teléfono: 952846489,Código postal: 29200,29003476
Denominación específica: El Bosque,Dirección de correo electrónico: anasoriaartacho@gmail.com  ,Teléfono: 952700984,Código postal: 29200,29013421
Denominación específica: Fuente Mora,Dirección de correo electrónico: eifuentemora@gmail.com  ,Teléfono: 676885623,Código postal: 29200,29018789
Denominación específica: Pequemundo,Dirección de correo electrónico: info@ludotecapequemundo.es  ,Teléfono: 952844837,Código postal: 29200,29017530
Denominación específica: Santísima Trinidad,Dirección de correo electrónico: yurenasanchezg@gmail.com  ,Teléfono: 628315103,Código postal: 29200,29017980
Denominación específica: Cerro del Viento,Dirección de correo electrónico: info@colelospeques.com  ,Teléfono: 952442770,Código postal: 29631,29005126
Denominación específica: Pasito a pasito,Dirección de correo electrónico: lucenabe@yahoo.es  ,Teléfono: 952561607,Código postal: 29630,29016100
Denominación específica: Bichitos,Dirección de correo electrónico: mariasp07@hotmail.com  ,Teléfono: 952977058,Código postal: 29738,29016136
Denominación específica: Estrella de Mar,Dirección de correo electrónico: bellavista.bahia9@gmail.com  ,Teléfono: 952446795,Código postal: 29630,29017438
Denominación específica: Don Pablito VI,Dirección de correo electrónico: donpablitovi@donpablito.es  ,Teléfono: 660492186,Código postal: 29590,29017086
Denominación específica: Lili y Lala,Dirección de correo electrónico: liliylala@hotmail.es  ,Teléfono: 637312581,Código postal: 29590,29019319
Denominación específica: Espeilusión,Dirección de correo electrónico: espeilusion@gmail.com  ,Teléfono: 952422196,Código postal: 29570,29006350
Denominación específica: La Brujita II,Dirección de correo electrónico: labrujitainfantil@gmail.com  ,Teléfono: 952513744,Código postal: 29790,29013317
Denominación específica: Colorín Colorado,Dirección de correo electrónico:   ,Teléfono:,Código postal: 29140,29018182
Denominación específica: Don Mickey II,Dirección de correo electrónico: donmickey.esperanza@hotmail.com  ,Teléfono: 952622387,Código postal: 29140,29016771
Denominación específica: San Julián,Dirección de correo electrónico: cei.sanjulian@fundacionvictoria.edu.es  ,Teléfono: 952241201,Código postal: 29140,29006180
Denominación específica: Lourdes,Dirección de correo electrónico: inesguzman@colegiodelourdes.com  ,Teléfono: 952450374,Código postal: 29100,29018832
Denominación específica: Pasito a Pasito,Dirección de correo electrónico: guarderia.pasito.a.pasito27@gmail.com  ,Teléfono: 644257992,Código postal: 29100,29018753
Denominación específica: Sergio Molero Navarro,Dirección de correo electrónico: antoniomolerolopez@hotmail.com  ,Teléfono: 952031859,Código postal: 29220,29012313
Denominación específica: Campanilla,Dirección de correo electrónico: eicampanilla@hotmail.com  ,Teléfono: 952420283,Código postal: 29580,29016719
Denominación específica: Cancelada Childrensplace,Dirección de correo electrónico: childrensplace.cancelada@hotmail.com  ,Teléfono: 619602488,Código postal: 29680,29020036
Denominación específica: El Trenecito,Dirección de correo electrónico: belenpa1977@gmail.com  ,Teléfono: 952791164,Código postal: 29680,29019149
Denominación específica: Funky Feet Playschool,Dirección de correo electrónico: info@funkyfeetplayschool.com  ,Teléfono: 644346543,Código postal: 29680,29020024
Denominación específica: Los Delfines DS,Dirección de correo electrónico: losdelfinesds@gmail.com  ,Teléfono: 625387046,Código postal: 29680,29019551
Denominación específica: Pitufilandia,Dirección de correo electrónico: mercedescosquiere@hotmail.com  ,Teléfono: 696530475,Código postal: 29680,29019824
Denominación específica: San Lorenzo,Dirección de correo electrónico: centro1@sanlorenzoinfantil.com  ,Teléfono: 952801696,Código postal: 29680,29001728
Denominación específica: Zagal,Dirección de correo electrónico: e.i.zagal@hotmail.com  ,Teléfono: 636024421,Código postal: 29680,29002551
Denominación específica: Bubu,Dirección de correo electrónico: guardebubu@hotmail.com  ,Teléfono: 952585844,Código postal: 29640,29017153
Denominación específica: L de Luna,Dirección de correo electrónico: administracion@ldeluna.es  ,Teléfono: 951260121,Código postal: 29640,29017220
Denominación específica: La nube azul,Dirección de correo electrónico: guarderialanubeazul@gmail.com  ,Teléfono: 952461093,Código postal: 29640,29017074
Denominación específica: Los Delfines,Dirección de correo electrónico: escuelainfantilosdelfines@gmail.com  ,Teléfono: 636674281,Código postal: 29640,29017098
Denominación específica: Nuestra Señora de la Blanca,Dirección de correo electrónico: lablanca@gdarunda.es  ,Teléfono: 952478399,Código postal: 29640,29014176
Denominación específica: Solete,Dirección de correo electrónico: carmengambero@hotmail.com  ,Teléfono: 609931850,Código postal: 29640,29016768
Denominación específica: Villa María III,Dirección de correo electrónico: eivillamaria@hotmail.com  ,Teléfono: 952470031,Código postal: 29640,29016631
Denominación específica: Los Picapiedras,Dirección de correo electrónico: aar_ana@hotmail.com  ,Teléfono: 952390000,Código postal: 29010,29003348
Denominación específica: Abecé,Dirección de correo electrónico: escuelainfantilabc@gmail.com  ,Teléfono: 952330577,Código postal: 29006,29017633
Denominación específica: Acuarela,Dirección de correo electrónico: alegria.55@hotmail.com  ,Teléfono: 952286146,Código postal: 29010,29602360
Denominación específica: Alameda,Dirección de correo electrónico: info@eialameda.es  ,Teléfono: 636955925,Código postal: 29006,29017360
Denominación específica: Aula Futura,Dirección de correo electrónico: direccion@escuelaaulafutura.com  ,Teléfono: 952652346,Código postal: 29013,29005308
Denominación específica: Babylletas,Dirección de correo electrónico: elvira3030@hotmail.com  ,Teléfono: 661580616,Código postal: 29010,29018352
Denominación específica: Babynet II,Dirección de correo electrónico: administracion@babynetonline.com  ,Teléfono: 951022323,Código postal: 29006,29018030
Denominación específica: Bibitos,Dirección de correo electrónico: bibitos_2011@hotmail.com  ,Teléfono: 697722748,Código postal: 29004,29018583
Denominación específica: Brinca 2,Dirección de correo electrónico: brinca22@hotmail.com  ,Teléfono: 952305970,Código postal: 29010,29005515
Denominación específica: Caracola Antonio Machado,Dirección de correo electrónico: a.machado@escuelainfantilcaracolas.es  ,Teléfono: 952235384,Código postal: 29004,29017219
Denominación específica: Cocolín,Dirección de correo electrónico: cocolin105@hotmail.com  ,Teléfono: 610924978,Código postal: 29014,29019848
Denominación específica: Colorete,Dirección de correo electrónico: colorete.antonia@gmail.com  ,Teléfono: 667531087,Código postal: 29014,29012969
Denominación específica: Cuco,Dirección de correo electrónico: info@cucocentroinfantil.com  ,Teléfono: 952205836,Código postal: 29018,29018005
Denominación específica: Cuentos y Cuentas,Dirección de correo electrónico: escuelainfantilcuentosycuentas@hotmail.com  ,Teléfono: 951107230,Código postal: 29010,29020051
Denominación específica: Don Pablito III,Dirección de correo electrónico: donpablitoii@donpablito.es  ,Teléfono: 660492182,Código postal: 29010,29017323
Denominación específica: Don Pablito V,Dirección de correo electrónico: donpablitov@donpablito.es info@donpablito.es  ,Teléfono: 660492185,Código postal: 29010,29018959
Denominación específica: Donnegal,Dirección de correo electrónico: saray117@hotmail.com  ,Teléfono: 952250102,Código postal: 29014,29010110
Denominación específica: El Cole de Silvia,Dirección de correo electrónico: pipiolines@yahoo.es  ,Teléfono: 952326268,Código postal: 29006,29016045
Denominación específica: El Globo Azul,Dirección de correo electrónico: guarderiagloboazul@hotmail.com  ,Teléfono: 952281149,Código postal: 29007,29013411
Denominación específica: El Palacio del Bebé,Dirección de correo electrónico: info@elpalaciodelbebe.es  ,Teléfono: 952067760,Código postal: 29004,29016902
Denominación específica: El Príncipe Pepe,Dirección de correo electrónico: correoprincipepe@gmail.com  ,Teléfono: 952206180,Código postal: 29018,29017426
Denominación específica: El Trébol,Dirección de correo electrónico: ei.eltrebol@gmail.com  ,Teléfono: 952280598,Código postal: 29011,29017645
Denominación específica: Fantasía,Dirección de correo electrónico: e.i.fantasia@hotmail.com  ,Teléfono: 952277730,Código postal: 29010,29017384
Denominación específica: Garabato 2,Dirección de correo electrónico: garabato2009@gmail.com  ,Teléfono: 625560660,Código postal: 29011,29017177
Denominación específica: Garabato 4,Dirección de correo electrónico: garabato2009@gmail.com  ,Teléfono: 625560660,Código postal: 29011,29017906
Denominación específica: Green Tree,Dirección de correo electrónico: cristinacasellas@hotmail.com  ,Teléfono: 678375262,Código postal: 29018,29019794
Denominación específica: Hola Don Pepito,Dirección de correo electrónico: e.i.holadonpepito.marian@gmail.com  ,Teléfono: 659297857,Código postal: 29010,29013469
Denominación específica: La Casita de Pepa,Dirección de correo electrónico: info@lacasitadepepa.es  ,Teléfono: 952174086,Código postal: 29004,29015557
Denominación específica: La Casita II,Dirección de correo electrónico: cei.lacasitaii@incide.org  ,Teléfono: 952020310,Código postal: 29590,29014656
Denominación específica: La Casita Mágica II,Dirección de correo electrónico: info@lacasitamagica.com  ,Teléfono: 952615076,Código postal: 29010,29012121
Denominación específica: La Mariquita,Dirección de correo electrónico: lamariquita@hotmail.com  ,Teléfono: 696157718,Código postal: 29009,29018376
Denominación específica: Las Palmeras,Dirección de correo electrónico: mc60.universo.155@gmail.com  ,Teléfono: 619513181,Código postal: 29014,29011321
Denominación específica: Los Enanitos III,Dirección de correo electrónico: ceilosenanitos3@gmail.com  ,Teléfono: 952284441,Código postal: 29009,29017657
Denominación específica: Lucerito,Dirección de correo electrónico: crislima5@hotmail.com  ,Teléfono: 952362533,Código postal: 29003,29013391
Denominación específica: Maitena III,Dirección de correo electrónico: administracion@grupomaitena.com  ,Teléfono: 952255730,Código postal: 29013,29016720
Denominación específica: Mamá Oca,Dirección de correo electrónico: mamaocauno@gmail.com  ,Teléfono: 952618934,Código postal: 29010,29002460
Denominación específica: María Eugenia,Dirección de correo electrónico: direccion.general@asuncionmalaga.com  ,Teléfono: 952290150,Código postal: 29017,29019125
Denominación específica: Mi Cole,Dirección de correo electrónico: lidiapalacios.ma@gmail.com  ,Teléfono: 952397617,Código postal: 29011,29018431
Denominación específica: Mimositos,Dirección de correo electrónico: lidiapalacios.ma@gmail.com  ,Teléfono: 675558543,Código postal: 29009,29018194
Denominación específica: Montessori I,Dirección de correo electrónico: juanmimonte@hotmail.com  ,Teléfono: 952612540,Código postal: 29009,29017141
Denominación específica: Montessori Málaga,Dirección de correo electrónico: secretaria@cimm.es  ,Teléfono: 952912105,Código postal: 29009,29020073
Denominación específica: Nanny,Dirección de correo electrónico: escuelainfantilnanny@gmail.com  ,Teléfono: 665288042,Código postal: 29190,29018790
Denominación específica: Nazaret,Dirección de correo electrónico: correoprincipepe@gmail.com  ,Teléfono: 952346898,Código postal: 29006,29018561
Denominación específica: Nuestra Señora de la Paz,Dirección de correo electrónico: lapaz@gdarunda.es  ,Teléfono: 952231161,Código postal: 29004,29012374
Denominación específica: OHANA,Dirección de correo electrónico: ceiohanasc@gmail.com  ,Teléfono: 952201748,Código postal: 29017,29013445
Denominación específica: Pahiti,Dirección de correo electrónico: ceipahiti@hotmail.com  ,Teléfono: 952270720,Código postal: 29010,29014061
Denominación específica: Patito Amarillo,Dirección de correo electrónico: patitoamarillo@patitoamarillo.com  ,Teléfono: 662947733,Código postal: 29013,29018121
Denominación específica: Pemolo,Dirección de correo electrónico: info@escuelainfantilpemolo.es  ,Teléfono: 666738259,Código postal: 29007,29019253
Denominación específica: Pequeño Avión,Dirección de correo electrónico: gerencia@guardemalaga.es  ,Teléfono: 952000890,Código postal: 29004,29014735
Denominación específica: Pequeño Picasso 2,Dirección de correo electrónico: info@pequepicasso.com  ,Teléfono: 655631966,Código postal: 29010,29017049
Denominación específica: Pequeños Pasitos,Dirección de correo electrónico: carmenaguila3@gmail.com  ,Teléfono: 628738142,Código postal: 29591,29019642
Denominación específica: Pipiolines,Dirección de correo electrónico: pipiolines@yahoo.es  ,Teléfono: 952324059,Código postal: 29006,29005242
Denominación específica: Pipiolines III,Dirección de correo electrónico: pipiolines@yahoo.es  ,Teléfono: 952328998,Código postal: 29006,29009168
Denominación específica: Piruleta,Dirección de correo electrónico: escuelainfantilpiruleta@hotmail.es  ,Teléfono: 952217510,Código postal: 29013,29016276
Denominación específica: Platero,Dirección de correo electrónico: administracion@colegioplatero.es  ,Teléfono: 646839217,Código postal: 29018,29019721
Denominación específica: Rayuela,Dirección de correo electrónico: secretaria@rayuelainfantil.es  ,Teléfono: 952210202,Código postal: 29016,29019769
Denominación específica: San Ignacio Garden,Dirección de correo electrónico: sanignaciogarden@gmeil.com  ,Teléfono: 619068432,Código postal: 29016,29019538
Denominación específica: San Pablo,Dirección de correo electrónico: direccion.sanpablo@fundacionvictoria.edu.es  ,Teléfono: 952282894,Código postal: 29009,29002022
Denominación específica: San Vicente de Paúl,Dirección de correo electrónico: direccion.sanvicente@fundacionvictoria.edu.es  ,Teléfono: 952311078,Código postal: 29006,29001789
Denominación específica: Santa Paula,Dirección de correo electrónico: cei.santapaula@gmail.com  ,Teléfono: 952237034,Código postal: 29004,29013020
Denominación específica: Señorita Pepi,Dirección de correo electrónico: pipiolines@yahoo.es  ,Teléfono: 952323984,Código postal: 29006,29017967
Denominación específica: The Green Ray Kinder,Dirección de correo electrónico: guarderiarayoverde@gmail.com  ,Teléfono: 629734474,Código postal: 29010,29019174
Denominación específica: Tito Jose II,Dirección de correo electrónico: ceititojose@gmail.com  ,Teléfono: 622589003,Código postal: 29014,29013305
Denominación específica: Victoria Elena I,Dirección de correo electrónico: eivictoriaelena2@hotmail.com  ,Teléfono: 952204358,Código postal: 29017,29016586
Denominación específica: Villa María,Dirección de correo electrónico: eivillamaria@hotmail.com  ,Teléfono: 952653430,Código postal: 29012,29016112
Denominación específica: Virgen Milagrosa,Dirección de correo electrónico: givmilagrosa@gmail.com  ,Teléfono: 952292044,Código postal: 29017,29005621
Denominación específica: Wake Up,Dirección de correo electrónico: eportillo@wake-up.es  ,Teléfono: 699709020,Código postal: 29010,29019484
Denominación específica: 5 Chupetes,Dirección de correo electrónico: recepcionlitoral@5chupetes.com  ,Teléfono: 952305297,Código postal: 29004,29017301
Denominación específica: Pekita,Dirección de correo electrónico: pekitarn@gmail.com  ,Teléfono: 618938311,Código postal: 29692,29020140
Denominación específica: El Ángel,Dirección de correo electrónico: guarderiaelangel@hotmail.com  ,Teléfono: 952773518,Código postal: 29600,29012684
Denominación específica: Katisol Kindergarten,Dirección de correo electrónico:   ,Teléfono:,Código postal: 29604,29020280
Denominación específica: La Casita,Dirección de correo electrónico: ceilacasita@hotmail.com  ,Teléfono: 952863875,Código postal: 29601,29016859
Denominación específica: La Oca,Dirección de correo electrónico:   ,Teléfono:,Código postal: 29601,29020206
Denominación específica: Moonlighting,Dirección de correo electrónico: moonlightingescuelainfantil@gmail.com  ,Teléfono: 952859493,Código postal: 29600,29013044
Denominación específica: Moonlighting 3,Dirección de correo electrónico: moonlightingescuelainfantil@gmail.  ,Teléfono: 952859493,Código postal: 29601,29018054
Denominación específica: Moonlighting-Centro II,Dirección de correo electrónico: moonlightingescuelainfantil@gmail.com  ,Teléfono: 952859493,Código postal: 29601,29019231
Denominación específica: Patatina Baby School,Dirección de correo electrónico: patatinababyschool@yahoo.com  ,Teléfono: 629555016,Código postal: 29660,29019401
Denominación específica: Pequeñines,Dirección de correo electrónico: info@guarderiamarbella.com  ,Teléfono:,Código postal: 29601,29020000
Denominación específica: Wendy Marbella First School,Dirección de correo electrónico:   ,Teléfono:,Código postal: 29603,29020383
Denominación específica: El Coto,Dirección de correo electrónico: eielcoto25@gmail.com  ,Teléfono: 952463600,Código postal: 29650,29014814
Denominación específica: La Casita de Pooh,Dirección de correo electrónico: lacasitadepooh@gmail.com  ,Teléfono: 952585804,Código postal: 29649,29009442
Denominación específica: Tickly Toddlers,Dirección de correo electrónico: info@ticklytoddlers.com  ,Teléfono: 676815326,Código postal: 29649,29019678
Denominación específica: Blanca,Dirección de correo electrónico: centroinfantilblanca@hotmail.com  ,Teléfono: 676333907,Código postal: 29780,29018066
Denominación específica: Los Pequeños,Dirección de correo electrónico: centroinfantilblanca@hotmail.com  ,Teléfono: 676333907,Código postal: 29780,29602384
Denominación específica: Snoopy,Dirección de correo electrónico: eisnoopy@hotmail.com  ,Teléfono: 617596397,Código postal: 29780,29006635
Denominación específica: Andaluna,Dirección de correo electrónico: andalunaei@yahoo.es  ,Teléfono: 952971855,Código postal: 29720,29012118
Denominación específica: Don Caracol,Dirección de correo electrónico: martadoncaracol@hotmail.com  ,Teléfono: 952973792,Código postal: 29730,29012571
Denominación específica: El Pollito Inglés,Dirección de correo electrónico: elpollitoingles@hotmail.com  ,Teléfono: 952006644,Código postal: 29730,29018388
Denominación específica: La Arboleda,Dirección de correo electrónico: la_arboleda@hotmail.es  ,Teléfono: 952978388,Código postal: 29738,29017131
Denominación específica: Santa Marta,Dirección de correo electrónico: santamarta@nagemaca.e.telefonica.net  ,Teléfono: 952406562,Código postal: 29730,29012337
Denominación específica: Tía Tina 2,Dirección de correo electrónico: eitiatina2@gmail.com  ,Teléfono: 951768325,Código postal: 29730,29019034
Denominación específica: Colores,Dirección de correo electrónico: colores@aces-andalucia.org  ,Teléfono: 952877796,Código postal: 29400,29012349
Denominación específica: Ludus,Dirección de correo electrónico: guarderialudus@hotmail.es  ,Teléfono: 952871729,Código postal: 29400,29017487
Denominación específica: Bubbles,Dirección de correo electrónico: infobubbles20@gmail.com  ,Teléfono: 666719274,Código postal: 29670,29018224
Denominación específica: Colorines,Dirección de correo electrónico: maribelapr@hotmail.com  ,Teléfono: 600220115,Código postal: 29670,29019368
Denominación específica: El Recreo,Dirección de correo electrónico: centroinfantilelrecreo@outlook.com  ,Teléfono: 633898669,Código postal: 29670,29601616
Denominación específica: Linda Vista,Dirección de correo electrónico:   ,Teléfono:,Código postal: 29670,29019988
Denominación específica: Pekeklasse,Dirección de correo electrónico: mariajesus_8_8@hotmail.com  ,Teléfono: 620378970,Código postal: 29670,29019575
Denominación específica: Érase una vez,Dirección de correo electrónico:   ,Teléfono:,Código postal: 29740,29019113
Denominación específica: Pekes,Dirección de correo electrónico: 29016604.edu@juntadeandalucia.es  ,Teléfono: 952967928,Código postal: 29740,29016604
Denominación específica: Tipi-Tape,Dirección de correo electrónico: guarderia_tipitape@yahoo.es  ,Teléfono: 952546156,Código postal: 29740,29013986
Denominación específica: ABC,Dirección de correo electrónico: finagilcabas@hotmail.com  ,Teléfono: 686595599,Código postal: 29620,29019733
Denominación específica: Corazón de Jesús,Dirección de correo electrónico:   ,Teléfono:,Código postal: 29620,29020334
Denominación específica: La Brujita III,Dirección de correo electrónico:   ,Teléfono:,Código postal: 29620,29020218
Denominación específica: La Casita Mágica 3,Dirección de correo electrónico: info@lacasitamagica.com  ,Teléfono: 615993460,Código postal: 29620,29020012
Denominación específica: Madre Maravillas,Dirección de correo electrónico: madremaravillas313@hotmail.com  ,Teléfono: 952384422,Código postal: 29620,29016641
Denominación específica: Minene,Dirección de correo electrónico: minene.torremolinos@gmail.com  ,Teléfono: 648286644,Código postal: 29200,29017921
Denominación específica: Mis Pequeñines-Virgen de Lourdes,Dirección de correo electrónico: guarderia@mispequenines.com  ,Teléfono: 952378231,Código postal: 29620,29017281
Denominación específica: Colorines,Dirección de correo electrónico: colorinestorrox@hotmail.com  ,Teléfono: 638237126,Código postal: 29770,29006611
Denominación específica: Virgen de Lourdes,Dirección de correo electrónico: direccion.craxarquia@fundacionvictoria.edu.es  ,Teléfono: 952970381,Código postal: 29738,29019630
Denominación específica: Holamundo,Dirección de correo electrónico: ceibholamundo@gmail.com  ,Teléfono: 658884104,Código postal: 29700,29018777
Denominación específica: Los Ángeles,Dirección de correo electrónico: javieryjulia@yahoo.es  ,Teléfono: 952501363,Código postal: 29700,29011679
Denominación específica: Parquesol,Dirección de correo electrónico: parquesol@guarderiaparquesol.com  ,Teléfono: 952507898,Código postal: 29700,29011850
Denominación específica: Salpin,Dirección de correo electrónico:   ,Teléfono:,Código postal: 29700,29019393
Denominación específica: Vocales,Dirección de correo electrónico: vocales@hotmail.es  ,Teléfono: 952503758,Código postal: 29700,29019095
Denominación específica: Don Peke,Dirección de correo electrónico: donpekeescuelainfantil@gmail.com  ,Teléfono: 637480416,Código postal: 41500,41019360
Denominación específica: El Columpio Oromana,Dirección de correo electrónico: info@elcolumpio.es  ,Teléfono: 955698983,Código postal: 41500,41020751
Denominación específica: El tren de los niños,Dirección de correo electrónico: eltrendelosninos@hotmail.es  ,Teléfono: 609905358,Código postal: 41500,41019347
Denominación específica: Mamá Canguro,Dirección de correo electrónico: mamacanguro@hotmail.es  ,Teléfono: 678897519,Código postal: 41500,41017818
Denominación específica: Mini..Yo,Dirección de correo electrónico: infantilminiyo@hotmail.com  ,Teléfono: 955614922,Código postal: 41500,41019669
Denominación específica: Nube de Papel,Dirección de correo electrónico:   ,Teléfono:,Código postal: 41500,41020805
Denominación específica: Pin Pon 2,Dirección de correo electrónico: escuelapinpon@hotmail.com  ,Teléfono: 955688460,Código postal: 41540,41022012
Denominación específica: Veo Veo Guadaíra,Dirección de correo electrónico: asf@juntadeandalucia.es  ,Teléfono: 620603387,Código postal: 41500,41020431
Denominación específica: Cosquillitas,Dirección de correo electrónico: guarderiacosquillitas@hotmail.com  ,Teléfono: 955650202,Código postal: 41200,41016206
Denominación específica: Evergreen,Dirección de correo electrónico: ceiplastilina@yahoo.es  ,Teléfono: 955779015,Código postal: 41111,41004423
Denominación específica: Bosque de Hadas,Dirección de correo electrónico: bosquedehadas@yahoo.es  ,Teléfono: 955766298,Código postal: 41110,41002712
Denominación específica: El Caballito de Mar,Dirección de correo electrónico: elcaballitodemar45@gmail.com  ,Teléfono: 955766297,Código postal: 41110,41017557
Denominación específica: Mercucho,Dirección de correo electrónico: direccion@mercucho.es  ,Teléfono: 955766771,Código postal: 41110,41006791
Denominación específica: Pibo Baby,Dirección de correo electrónico: saludvallejoenriquez@gmail.com  ,Teléfono: 619182600,Código postal: 41110,41021433
Denominación específica: Caramelo II,Dirección de correo electrónico: caramelo2628@yahoo.es  ,Teléfono: 955726276,Código postal: 41930,41018409
Denominación específica: Disney 2,Dirección de correo electrónico: frank00@hotmail.es  ,Teléfono: 954788252,Código postal: 41930,41012523
Denominación específica: La Tribu,"Dirección de correo electrónico: cei,latribu@gmail.com  ",Teléfono: 637732747,Código postal: 41930,41006651
Denominación específica: Piruleta,Dirección de correo electrónico: ceipiruleta@gmail.com  ,Teléfono: 655696205,Código postal: 41930,41022310
Denominación específica: Simba,Dirección de correo electrónico: simba@escuelainfantilsimba.com  ,Teléfono: 955726568,Código postal: 41930,41015160
Denominación específica: Superbaby,Dirección de correo electrónico: pilar.rodriguez@superbaby.es  ,Teléfono: 955723121,Código postal: 41930,41015551
Denominación específica: Zaudín,Dirección de correo electrónico: 41005282.edu@juntadeandalucia.es  ,Teléfono: 955725290,Código postal: 41930,41005282
Denominación específica: Los Pecosetes,Dirección de correo electrónico: lospecosetes@gmail.com  ,Teléfono: 629344290,Código postal: 41310,41018562
Denominación específica: Pio's School,Dirección de correo electrónico:   ,Teléfono:,Código postal: 41220,41017880
Denominación específica: Colorines,Dirección de correo electrónico: manolisantos30@gmail.com  ,Teléfono: 954394822,Código postal: 41900,41015469
Denominación específica: Don Mickey,Dirección de correo electrónico: donmickey_camas@hotmail.es  ,Teléfono: 954390406,Código postal: 41900,41016334
Denominación específica: El Pequetrén,Dirección de correo electrónico: centroinfantilelpequetren@hotmail.com  ,Teléfono: 665805879,Código postal: 41900,41018690
Denominación específica: Luna,Dirección de correo electrónico: ceiluna@hotmail.com  ,Teléfono: 625132935,Código postal: 41900,41020623
Denominación específica: Pequemundo,Dirección de correo electrónico: pequemundo-camas@hotmail.com  ,Teléfono: 615206411,Código postal: 41900,41019931
