Nombre,Email,Telefono,Codigo_Postal,Codigo_Escuela
Denominación específica: El Castillo,Dirección de correo electrónico: elcastillodealanis@hotmail.com  ,Teléfono: 667549434,Código postal: 41380,41017375
Denominación específica: Azahar,Dirección de correo electrónico: 41016425.edu@juntadeandalucia.es  ,Teléfono: 954782075,Código postal: 41500,41016425
Denominación específica: El Madroño,Dirección de correo electrónico:   ,Teléfono:,Código postal: 41500,41022061
Denominación específica: Los Pinos,Dirección de correo electrónico: 41016413.edu@juntadeandalucia.es  ,Teléfono: 954782073,Código postal: 41500,41016413
"Denominación específica: 1, 2, 3.",Dirección de correo electrónico: carmenalcolea@gmail.com  ,Teléfono: 955644326,Código postal: 41449,41021743
Denominación específica: Los Melojeritos,Dirección de correo electrónico: 41019049.edu@juntadeandalucia.es  ,Teléfono: 674780959,Código postal: 41240,41019049
Denominación específica: Gitanilla,Dirección de correo electrónico: 41016437.edu@juntadeandalucia.es  ,Teléfono: 955967686,Código postal: 41600,41016437
Denominación específica: La Abeja Maya,Dirección de correo electrónico: 41021585.edu@juntadeandalucia.es  ,Teléfono: 634482783,Código postal: 41849,41021585
Denominación específica: 8 de Marzo,Dirección de correo electrónico: 41016255.edu@juntadeandalucia.es  ,Teléfono: 667400334,Código postal: 41870,41016255
Denominación específica: Blancanieves,Dirección de correo electrónico: 41016930.edu@juntadeandalucia.es  ,Teléfono: 955705896,Código postal: 41805,41016930
Denominación específica: Bollullos de la Mitación,Dirección de correo electrónico:   ,Teléfono:,Código postal: 41110,41021597
Denominación específica: Burguillos,Dirección de correo electrónico: antoniomanuelyaurora@gmail.com  ,Teléfono: 647746491,Código postal: 41220,41016747
Denominación específica: La Pañoleta,Dirección de correo electrónico:   ,Teléfono:,Código postal: 41900,41020258
Denominación específica: Amapola,Dirección de correo electrónico: 41016899.edu@juntadeandalucia.es  ,Teléfono: 954143308,Código postal: 41410,41016899
Denominación específica: Papá Pitufo,Dirección de correo electrónico: 41016346.edu@juntadeandalucia.es / guarderia@carriondeloscespedes.es  ,Teléfono: 954755785,Código postal: 41820,41016346
Denominación específica: Dña. Mª Ángeles Cruz Velarde,Dirección de correo electrónico: einfantilcastilblanco@gmail.com  ,Teléfono: 955734584,Código postal: 41230,41021500
Denominación específica: Miguel de Cervantes,Dirección de correo electrónico: 41016127.edu  ,Teléfono: 955734747,Código postal: 41230,41016127
Denominación específica: Barriada de Nueva Sevilla,Dirección de correo electrónico: atojagonzalez@gmail.com  ,Teléfono: 674043764,Código postal: 41950,41021573
Denominación específica: Castilleja del Campo,Dirección de correo electrónico: eicastillejadelcampo@castillejadelcampo.es  ,Teléfono: 638143483,Código postal: 41810,41020829
Denominación específica: El Globo,Dirección de correo electrónico: 41016279.edu@juntadeandalucia.es  ,Teléfono: 954884907,Código postal: 41370,41016279
Denominación específica: Corcoya,Dirección de correo electrónico: 41016814.edu@juntadeandalucia.es  ,Teléfono: 692046182,Código postal: 41599,41016814
Denominación específica: Colorines,Dirección de correo electrónico: colorinescoripe@hotmail.com 41017235.edu@juntadeandalucía.es  ,Teléfono: 608258902,Código postal: 41780,41017235
Denominación específica: La Milagrosa,Dirección de correo electrónico: 41016462.edu@juntadeandalucia.es  ,Teléfono: 954782077,Código postal: 41701,41016462
Denominación específica: Simba,Dirección de correo electrónico: info@simbaescuelainfantil.com  ,Teléfono: 954125296,Código postal: 41089,41020106
Denominación específica: Girasol,Dirección de correo electrónico: 41016486.edu@juntadeandalucia.es  ,Teléfono: 954832414,Código postal: 41400,41016486
Denominación específica: Guadiamar,Dirección de correo electrónico: eiguadiamar@hotmail.com  ,Teléfono: 663280062,Código postal: 41890,41019591
Denominación específica: Gloria Fuertes,Dirección de correo electrónico: gloriafuertes.elcuervo@megadiver.es  ,Teléfono: 955979367,Código postal: 41749,41019050
Denominación específica: San Isidro,Dirección de correo electrónico: eljardindeal-lawra@hotmail.es  ,Teléfono: 699739244,Código postal: 41440,41017478
Denominación específica: El Ronquillo,Dirección de correo electrónico: guarderonquillo@hotmail.com  ,Teléfono: 954131009,Código postal: 41880,41017314
Denominación específica: El Saucejo,Dirección de correo electrónico: escuelainfantilelsaucejo@gmail.com /41017341.edu@juntadeandalucia.es  ,Teléfono: 955824057,Código postal: 41650,41017341
Denominación específica: María del Carmen Gutiérrez,Dirección de correo electrónico: 41004125.edu@juntadeandalucia.es  ,Teléfono: 955622649,Código postal: 41807,41004125
Denominación específica: Santa Margarita,Dirección de correo electrónico: 41016371.edu@juntadeandalucia.es  ,Teléfono: 954822886,Código postal: 41560,41016371
Denominación específica: Doña Amalia Morales Escalera,Dirección de correo electrónico: cinfantilgelves@gmail.com  ,Teléfono: 955760521,Código postal: 41120,41016164
Denominación específica: Platero y yo,Dirección de correo electrónico: escuelainfantilplateroyyo@hotmail.com  ,Teléfono: 656866024,Código postal: 41565,41017454
Denominación específica: Las Carmelas,Dirección de correo electrónico: escuelainfantillascarmelas@gmail.com  ,Teléfono: 955095254,Código postal: 41960,41016841
Denominación específica: El Trenecito,Dirección de correo electrónico: goanfrancisco@hotmail.com  ,Teléfono: 955784984,Código postal: 41210,41016772
Denominación específica: Huévar del Aljarafe,Dirección de correo electrónico: 41017466.edu@juntadeandalucia.es  ,Teléfono: 669754403,Código postal: 41830,41017466
Denominación específica: ESCUELA INFANTIL DE La Algaba,Dirección de correo electrónico: guarderiamunicipalalgaba@yahoo.es  ,Teléfono: 618243753,Código postal: 41980,41016991
Denominación específica: Las Campanitas,Dirección de correo electrónico: 41016188.edu@juntadeandalucia.es  ,Teléfono: 954199364,Código postal: 41429,41016188
Denominación específica: La Cometa,Dirección de correo electrónico: lacometa_lant@hotmail.com  ,Teléfono: 954828063,Código postal: 41630,41017491
Denominación específica: Platero,Dirección de correo electrónico: 41016176.edu@juntadeandalucia.es  ,Teléfono: 610857090,Código postal: 41430,41016176
Denominación específica: Las Parras,Dirección de correo electrónico: guarderiapueblainfantes@hotmail.com  ,Teléfono: 955254760,Código postal: 41479,41016231
Denominación específica: Gloria Fuertes,Dirección de correo electrónico: rincoinfancia@hotmail.com  ,Teléfono: 955797060,Código postal: 41309,41016243
Denominación específica: Las Navas de la Concepción,Dirección de correo electrónico: escuelainfantillasnavas@gmail.com  ,Teléfono: 955885330,Código postal: 41460,41017284
Denominación específica: Arco Iris,Dirección de correo electrónico: 41016383.edu@juntadeandalucia.es  ,Teléfono: 955838979,Código postal: 41740,41016383
Denominación específica: Nuestra Señora del Rosario,Dirección de correo electrónico: e.i.rosario@hotmail.com  ,Teléfono: 691150300,Código postal: 41564,41018069
Denominación específica: Arco Iris,Dirección de correo electrónico: 41017417.edu@juntadeandalucia.es  ,Teléfono: 637896529,Código postal: 41657,41017417
Denominación específica: La Luna del Horcajo,Dirección de correo electrónico: mariaparejo@lospalacios.org  ,Teléfono: 648643597,Código postal: 41720,41018653
Denominación específica: El Patriarca,Dirección de correo electrónico: 41021305.edu@juntadeandalucia.es  ,Teléfono: 687842264,Código postal: 41510,41021305
Denominación específica: Almendral,Dirección de correo electrónico: mairena@moleque.es  ,Teléfono: 955283771,Código postal: 41927,41022413
"Denominación específica: Pat, el Cartero",Dirección de correo electrónico: direccion@escuelainfantilpatelcartero.es  ,Teléfono: 603790388,Código postal: 41927,41020441
Denominación específica: Alondra,Dirección de correo electrónico: 41016401.edu@juntadeandalucia.es  ,Teléfono: 955967693,Código postal: 41620,41016401
Denominación específica: Marinaleda,Dirección de correo electrónico: guarderiamarinaleda@dipusevilla.es 41017272.edu@juntadeandalucia.es  ,Teléfono: 955829932,Código postal: 41569,41017272
Denominación específica: Los Colorines,Dirección de correo electrónico: 41016103edu  ,Teléfono: 955825379,Código postal: 41658,41016103
Denominación específica: El Olivo,Dirección de correo electrónico: 41016528edu@juntadeandalucia.es  ,Teléfono: 955859609,Código postal: 41530,41016528
Denominación específica: Blancanieves,Dirección de correo electrónico: auroracasti@hotmail.com  ,Teléfono: 955719088,Código postal: 41804,41016851
Denominación específica: Gabriela Mistral,Dirección de correo electrónico: 41016711.edu@juntadeandalucia.es  ,Teléfono: 954822884,Código postal: 41640,41016711
Denominación específica: Victoria Kent,Dirección de correo electrónico: elrincondelduendeosuna@gmail.com  ,Teléfono: 674903426,Código postal: 41640,41021721
Denominación específica: Paradas,Dirección de correo electrónico: 41016929.edu@juntadeandalucia.es  ,Teléfono: 955844915,Código postal: 41610,41016929
Denominación específica: Santa Cruz,Dirección de correo electrónico: 41016531.edu  ,Teléfono: 955808610,Código postal: 41470,41016531
Denominación específica: Pequeños Gigantes,Dirección de correo electrónico: pequenosgigantes.pruna@hotmail.es  ,Teléfono: 627077855,Código postal: 41670,41017511
Denominación específica: Almonazar,Dirección de correo electrónico: paidoslr@gmail.com  ,Teléfono: 954792292,Código postal: 41300,41015901
Denominación específica: Ludopeque,Dirección de correo electrónico: guarde_ecija@hotmail.com  ,Teléfono: 647408606,Código postal: 41920,41020775
Denominación específica: Zenobia Camprubí,Dirección de correo electrónico: 41016723.edu@juntadeandalucia.es  ,Teléfono: 955623937,Código postal: 41920,41016723
Denominación específica: Platero y yo,Dirección de correo electrónico: e.i.platero@sanlucarlamayor.es  ,Teléfono: 647461508,Código postal: 41800,41017119
Denominación específica: Adelfa,Dirección de correo electrónico: 41016671.edu@juntadeandalucia.es  ,Teléfono: 954782099,Código postal: 41019,41016671
Denominación específica: Ángel de la Guarda,Dirección de correo electrónico: 41016632.edu@juntadeandalucia.es  ,Teléfono: 954782122,Código postal: 41007,41016632
Denominación específica: Argote de Molina,Dirección de correo electrónico: 41009366.edu@juntadeandalucia.es  ,Teléfono: 955623477,Código postal: 41009,41009366
Denominación específica: Gloria Fuertes,Dirección de correo electrónico: 41016693.edu@juntdeandalucia.es  ,Teléfono: 954782101,Código postal: 41013,41016693
Denominación específica: María Inmaculada,Dirección de correo electrónico: 41016577.edu@juntadeandalucia.es  ,Teléfono: 954782103,Código postal: 41004,41016577
Denominación específica: Niño Jesús,Dirección de correo electrónico: 41016656.edu@juntadeandalucía.es  ,Teléfono: 954630749,Código postal: 41006,41016656
Denominación específica: Sagrada Familia,Dirección de correo electrónico: 41016644.edu@juntadeandalucia.es  ,Teléfono: 954782083,Código postal: 41007,41016644
Denominación específica: Santa Catalina,Dirección de correo electrónico: 41008878.edu@juntadeandalucia.es  ,Teléfono: 955623485,Código postal: 41008,41008878
Denominación específica: Santa María de los Ángeles,Dirección de correo electrónico: 41016590.edu@juntadeandalucia.es  ,Teléfono: 954782105,Código postal: 41006,41016590
Denominación específica: Toribio de Velasco,Dirección de correo electrónico: 41009378.edu@juntadeandalucia.es  ,Teléfono: 955623104,Código postal: 41006,41009378
Denominación específica: Virgen de los Reyes,Dirección de correo electrónico: 41016668.edu@juntadeandalucia.es  ,Teléfono: 954782175,Código postal: 41007,41016668
Denominación específica: Nemo,Dirección de correo electrónico: 41019839.edu@juntadeandalucia.es  ,Teléfono: 656871084,Código postal: 41940,41019839
Denominación específica: El Trenecito,Dirección de correo electrónico: 41017089.edu@juntadeandalucia.es  ,Teléfono: 609670815,Código postal: 41218,41017089
Denominación específica: Campo Verde,Dirección de correo electrónico:   ,Teléfono:,Código postal: 41710,41021354
Denominación específica: María Montessori,Dirección de correo electrónico: 41602491.edu@juntadeandalucia.es  ,Teléfono: 955839620,Código postal: 41710,41602491
Denominación específica: Matarrubilla,Dirección de correo electrónico: eimatarrubilla@esmom.es  ,Teléfono: 610200987,Código postal: 41907,41021913
Denominación específica: Rayuela,Dirección de correo electrónico: 41019037.edu@juntadeandalucia.es      eirayuela@gmail.com  ,Teléfono: 655450932,Código postal: 41660,41019037
Denominación específica: TREVIÑER,Dirección de correo electrónico: aytoadahuesca@terra.es  ,Teléfono: 974318151,Código postal: 22147,22010785
Denominación específica: LO NIU,Dirección de correo electrónico: loniu@albelda.es  ,Teléfono: 974420202,Código postal: 22558,22010062
Denominación específica: SANTA CATALINA,Dirección de correo electrónico: eisantacatalina@hotmail.com  ,Teléfono: 974469912,Código postal: 22410,22010748
Denominación específica: @S`CRI@S,Dirección de correo electrónico: guardealmudevar@hotmail.com  ,Teléfono: 974250678,Código postal: 22270,22010360
Denominación específica: EL PÍ,Dirección de correo electrónico: eei@altorricon.com  ,Teléfono: 974425201,Código postal: 22540,22010116
Denominación específica: DE BALLOBAR,Dirección de correo electrónico: aytoballobar@aragon.es  ,Teléfono: 974461288,Código postal: 22234,22010566
Denominación específica: DE BELVER DE CINCA,Dirección de correo electrónico: aytobelver1@telefonica.net  ,Teléfono: 650824672,Código postal: 22533,22010426
Denominación específica: LA MAINADA,Dirección de correo electrónico: educacioninfantil@benasque.org  ,Teléfono: 974552086,Código postal: 22440,22010311
Denominación específica: VALLE DE BIELSA,Dirección de correo electrónico: secretaria@bielsa.com  ,Teléfono: 974501000,Código postal: 22350,22010529
Denominación específica: ABABOL,Dirección de correo electrónico: ayuntamiento@binaced.org  ,Teléfono: 974427001,Código postal: 22510,22010301
Denominación específica: DE BOLTAÑA,Dirección de correo electrónico: ninones2006@yahoo.es  ,Teléfono: 974502416,Código postal: 22340,22010955
Denominación específica: NINONS,Dirección de correo electrónico:   ,Teléfono:,Código postal: 22450,22011054
Denominación específica: LA MAINADA,Dirección de correo electrónico: aytocastejondesos@aragon.es  ,Teléfono: 974553000,Código postal: 22466,22010177
Denominación específica: LA COMETA,Dirección de correo electrónico: secretario@esplus.es  ,Teléfono: 974435129,Código postal: 22535,22010104
Denominación específica: CHAVALINES,Dirección de correo electrónico: aytofiscal@aytofiscal.es  ,Teléfono: 974503369,Código postal: 22373,22010736
Denominación específica: XIQUETS,Dirección de correo electrónico: xiquets@fraga.org  ,Teléfono: 974470877,Código postal: 22520,22010402
Denominación específica: DE GRAÑÉN,Dirección de correo electrónico: mjlabrador@monegros.net  ,Teléfono: 974390252,Código postal: 22260,22010669
Denominación específica: DE GURREA DE GÁLLEGO,Dirección de correo electrónico: escuelainfantilgurreadegallego@gmail.com  ,Teléfono: 976688095,Código postal: 22280,22010438
Denominación específica: DE JACA,Dirección de correo electrónico: escuelainfantil@aytojaca.es  ,Teléfono: 974356001,Código postal: 22700,22010207
Denominación específica: DE LANAJA,Dirección de correo electrónico: mjlabrador@monegros.net  ,Teléfono: 974391276,Código postal: 22250,22010657
Denominación específica: CLARA CAMPOAMOR,Dirección de correo electrónico: escuelainfantil@monzon.es  ,Teléfono: 974415296,Código postal: 22400,22010694
Denominación específica: SANTA MARGARITA,Dirección de correo electrónico: ossodecinca@ossodecinca.es  ,Teléfono: 974456040,Código postal: 22532,22010414
Denominación específica: DE PEÑALBA,Dirección de correo electrónico: aytopenalba@monegros.net  ,Teléfono: 974462031,Código postal: 22592,22010761
Denominación específica: DE PUENTE LA REINA DE JACA,Dirección de correo electrónico: aytopuentelareinadejaca@hotmail.com  ,Teléfono: 974377201,Código postal: 22753,22010505
Denominación específica: CARDELINA,Dirección de correo electrónico: cardelina@aytosabinanigo.net  ,Teléfono: 974484262,Código postal: 22600,22010128
Denominación específica: DE SARIÑENA,Dirección de correo electrónico: mjlabrador@monegros.net  ,Teléfono: 669194527,Código postal: 22200,22010670
Denominación específica: DE SIÉTAMO,Dirección de correo electrónico:   ,Teléfono:,Código postal: 22120,22011066
Denominación específica: EL TAMARINDO,Dirección de correo electrónico: escuelainfantil@tamaritedelitera.es  ,Teléfono: 974421486,Código postal: 22550,22010190
Denominación específica: LA CANTERA,Dirección de correo electrónico: lacanteratierz@gmail.com  ,Teléfono: 974252041,Código postal: 22192,22010244
Denominación específica: LUPITA,Dirección de correo electrónico: vencillon@lalitera.org  ,Teléfono: 974434310,Código postal: 22549,22010271
Denominación específica: DE VILLANUEVA DE SIJENA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 22231,22010931
Denominación específica: DE ALBALATE DEL ARZOBISPO,Dirección de correo electrónico: ayuntamiento@albalatedelarzobispo.com  ,Teléfono: 978813980,Código postal: 44540,44010331
Denominación específica: DE ALCALÁ DE LA SELVA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 44432,44010859
Denominación específica: DE ALCORISA,Dirección de correo electrónico: secretario@alcorisa.org  ,Teléfono: 978840705,Código postal: 44550,44010112
Denominación específica: LA MALENA,Dirección de correo electrónico: escuelamalena@aytoandorra.es  ,Teléfono: 978842214,Código postal: 44500,44010069
Denominación específica: DE BRONCHALES,Dirección de correo electrónico: ayuntamiento@bronchales.es  ,Teléfono: 608419386,Código postal: 44367,44010574
Denominación específica: PRIMEROS PASOS,Dirección de correo electrónico: scd@infonegocio.com  ,Teléfono: 978730825,Código postal: 44200,44010434
Denominación específica: DE CAMAÑAS,Dirección de correo electrónico:   ,Teléfono:,Código postal: 44167,44010847
Denominación específica: SANTA BÁRBARA,Dirección de correo electrónico: a.castelseras@mezquin.com  ,Teléfono: 978877340,Código postal: 44630,44010148
Denominación específica: SARGANTESA,Dirección de correo electrónico:   ,Teléfono: 978650002,Código postal: 44370,44010641
Denominación específica: LA REPLACETA,Dirección de correo electrónico: ayuntamientofoz@hotmail.com  ,Teléfono: 978846951,Código postal: 44579,44010367
Denominación específica: DE GEA DE ALBARRACÍN,Dirección de correo electrónico:   ,Teléfono:,Código postal: 44110,44010872
Denominación específica: LA CODOÑERA,Dirección de correo electrónico: aytolacodonnera@aragon.es  ,Teléfono: 978852307,Código postal: 44640,44010240
Denominación específica: DE LA IGLESUELA DEL CID,Dirección de correo electrónico:   ,Teléfono:,Código postal: 44142,44010860
Denominación específica: SAGALETS (AULA DE LA PORTELLADA),Dirección de correo electrónico: administracion@matarranya.org  ,Teléfono: 978890860,Código postal: 44589,44010690
Denominación específica: DE MAS DE LAS MATAS,Dirección de correo electrónico: ayuntamiento@masdelasmatas.com  ,Teléfono: 978848112,Código postal: 44564,44010628
Denominación específica: DE MEZQUITA DE JARQUE,Dirección de correo electrónico:   ,Teléfono:,Código postal: 44169,44010768
Denominación específica: SAGALETS (AULA DE MONROYO),Dirección de correo electrónico: administracion@matarranya.org  ,Teléfono: 978890860,Código postal: 44652,44010598
Denominación específica: SANTA ENGRACIA,Dirección de correo electrónico: aytomosqueruela@terra.es  ,Teléfono: 978807007,Código postal: 44410,44010379
Denominación específica: SAGALETS (AULA DE PEÑARROYA DE TASTAVINS),Dirección de correo electrónico:   ,Teléfono:,Código postal: 44586,44010835
Denominación específica: DE TERUEL (SAN BLAS),Dirección de correo electrónico: educacion@teruel.net  ,Teléfono: 978221839,Código postal: 44195,44010380
Denominación específica: DE SARRIÓN,Dirección de correo electrónico: ayuntamiento@sarrion.es  ,Teléfono: 606357231,Código postal: 44460,44010409
Denominación específica: DE TORRECILLA DE ALCAÑIZ,Dirección de correo electrónico: ayto-torrecilla@mezquin.com  ,Teléfono: 978852127,Código postal: 44640,44010264
Denominación específica: SEÑORA PABLA,Dirección de correo electrónico: ayuntamiento@urreadegaen.com  ,Teléfono: 606251694,Código postal: 44593,44010549
Denominación específica: LOS MONCHONES,Dirección de correo electrónico: ayuntamiento@valdealgorfa.com  ,Teléfono: 978857000,Código postal: 44594,44010124
Denominación específica: DE VALDERROBRES,Dirección de correo electrónico: eeivalderrobres@hotmail.es  ,Teléfono: 978890309,Código postal: 44580,44010495
Denominación específica: DE VILLARQUEMADO,Dirección de correo electrónico: ayuntamiento@villarquemado.es  ,Teléfono: 978867314,Código postal: 44380,44010410
Denominación específica: PEQUEÑALBA,Dirección de correo electrónico: villastar.te97@yahoo.es  ,Teléfono: 978680100,Código postal: 44130,44010631
Denominación específica: GARNACHICA,Dirección de correo electrónico: ainzon@dpz.es  ,Teléfono: 976868069,Código postal: 50570,50018714
Denominación específica: LA CUEVA ENCANTADA,Dirección de correo electrónico: escuelainfantilalfajarin@hotmail.com  ,Teléfono: 976101234,Código postal: 50172,50018911
Denominación específica: ZAGALINES,Dirección de correo electrónico: alhama@dpz.es  ,Teléfono: 976840018,Código postal: 50230,50018921
Denominación específica: DE ALPARTIR,Dirección de correo electrónico: alpartir@dpz.es  ,Teléfono: 976813149,Código postal: 50109,50018593
Denominación específica: LA SOLANA,Dirección de correo electrónico: administracion@aytoateca.es  ,Teléfono: 976842005,Código postal: 50200,50018726
Denominación específica: GARABATOS,Dirección de correo electrónico: belchite@dpz.es  ,Teléfono: 976830749,Código postal: 50130,50018601
Denominación específica: DE BOQUIÑENI,Dirección de correo electrónico: boquinen@dpz.es  ,Teléfono: 976652201,Código postal: 50641,50017965
Denominación específica: DE BREA DE ARAGÓN,Dirección de correo electrónico: brea@dpz.es  ,Teléfono: 976824641,Código postal: 50246,50017977
Denominación específica: ARCO-IRIS,Dirección de correo electrónico: aytocadrete@cadrete.org  ,Teléfono: 976126572,Código postal: 50420,50017783
Denominación específica: CALATORINES,Dirección de correo electrónico: calatorao1@terra.es  ,Teléfono: 976607804,Código postal: 50280,50017151
Denominación específica: DE CASPE,Dirección de correo electrónico: gesclan@terra.es  ,Teléfono: 976631430,Código postal: 50700,50017746
Denominación específica: LAS FÁBULAS,Dirección de correo electrónico: ayuntamiento@cuartedehuerva.es  ,Teléfono: 976463705,Código postal: 50410,50019093
Denominación específica: PINOCHO,Dirección de correo electrónico: alcaldia@daroca.e.telefonica.net  ,Teléfono: 976800396,Código postal: 50360,50017758
Denominación específica: LA COMETA,Dirección de correo electrónico: ayuntamiento@elburgodeebro.es  ,Teléfono: 976105083,Código postal: 50730,50017931
Denominación específica: DE ESCATRÓN,Dirección de correo electrónico: escatron@dpz.es  ,Teléfono: 976170006,Código postal: 50790,50017825
Denominación específica: DE FIGUERUELAS,Dirección de correo electrónico:   ,Teléfono:,Código postal: 50639,50019962
Denominación específica: DE FUENTES DE EBRO,Dirección de correo electrónico: ayuntamiento@fuentesdeebro.es  ,Teléfono: 976169120,Código postal: 50740,50018441
Denominación específica: ZAGALICOS,Dirección de correo electrónico: zagalicosherrera@gmail.com  ,Teléfono: 976143106,Código postal: 50150,50017141
Denominación específica: DE JARABA,Dirección de correo electrónico: jaraba@dpz.es  ,Teléfono: 680805485,Código postal: 50237,50018477
Denominación específica: DE LA ALMUNIA DE DOÑA GODINA,Dirección de correo electrónico: almunia@dpz.es  ,Teléfono: 976812041,Código postal: 50100,50017540
Denominación específica: DE LA MUELA,Dirección de correo electrónico: escuelainfantillamuela@gmail.com  ,Teléfono: 976144293,Código postal: 50196,50019238
Denominación específica: DE LECIÑENA,Dirección de correo electrónico: mjlabrador@monegros.net  ,Teléfono: 976166146,Código postal: 50160,50018738
Denominación específica: DE LUCENI,Dirección de correo electrónico: luceni@dpz.es  ,Teléfono: 976652003,Código postal: 50640,50018520
Denominación específica: DE MAELLA,Dirección de correo electrónico: oficinas.maella@dpz.es  ,Teléfono: 976638316,Código postal: 50710,50018106
Denominación específica: DE MALLÉN,Dirección de correo electrónico: aytomallen@aytomallen.com  ,Teléfono: 976850196,Código postal: 50550,50017692
Denominación específica: PALMAS PALMITAS,Dirección de correo electrónico: emartinez@mariadehuerva.es  ,Teléfono: 976124728,Código postal: 50430,50018908
Denominación específica: DE MORATA DE JALÓN,Dirección de correo electrónico: oficina@moratadejalon.org  ,Teléfono: 976605018,Código postal: 50260,50018611
Denominación específica: PASICOS,Dirección de correo electrónico: alcaldia.muel@dpz.es  ,Teléfono: 976140100,Código postal: 50450,50018623
Denominación específica: DE NOVILLAS,Dirección de correo electrónico: novillas@dpz.es  ,Teléfono: 976861084,Código postal: 50530,50018465
Denominación específica: EL JARDINCILLO,Dirección de correo electrónico: paniza@dpz.es  ,Teléfono: 976622745,Código postal: 50480,50019056
Denominación específica: DE PEDROLA,Dirección de correo electrónico:   ,Teléfono:,Código postal: 50690,50018799
Denominación específica: DE PINA DE EBRO,Dirección de correo electrónico: ayuntamiento@pinadeebro.es  ,Teléfono: 976165007,Código postal: 50750,50019123
Denominación específica: GLORIA FUERTES-PINSORO,Dirección de correo electrónico: escuelainfantil@aytoejea.es  ,Teléfono: 976677556,Código postal: 50694,50018982
Denominación específica: NERTÓBRIGA,Dirección de correo electrónico: ricla@dpz.es  ,Teléfono: 976606296,Código postal: 50270,50017989
Denominación específica: DE SÁDABA,Dirección de correo electrónico: ayuntamiento@sadaba.es  ,Teléfono: 976675433,Código postal: 50670,50018027
Denominación específica: GLORIA FUERTES-SANTA ANASTASIA,Dirección de correo electrónico: escuelainfantil@aytoejea.es  ,Teléfono: 976677556,Código postal: 50617,50018994
Denominación específica: DE SÁSTAGO,Dirección de correo electrónico: sastago@dpz.es  ,Teléfono: 976178011,Código postal: 50780,50019226
Denominación específica: DE TARAZONA,Dirección de correo electrónico: bsancho@tarazona.es  ,Teléfono: 976641141,Código postal: 50500,50017837
Denominación específica: DE TORRES DE BERRELLÉN,Dirección de correo electrónico: ayuntamiento@torresdeberrellen.net  ,Teléfono: 976653101,Código postal: 50693,50019068
Denominación específica: LA COMETA,Dirección de correo electrónico: info@ayto-utebo.es  ,Teléfono: 976462836,Código postal: 50180,50017606
Denominación específica: LOS ZAGALES,Dirección de correo electrónico: A_villafranca@terra.es  ,Teléfono: 976167001,Código postal: 50174,50018684
Denominación específica: ALMADA,Dirección de correo electrónico:   ,Teléfono: 976807219,Código postal: 50490,50019664
Denominación específica: DE LA DELEGACIÓN ESPECIAL DE ECONOMÍA Y HACIENDA DE ARAGÓN,Dirección de correo electrónico: tcaldana07@hotmail.com  ,Teléfono: 976769984,Código postal: 50004,50018969
Denominación específica: EL BOSQUE,Dirección de correo electrónico: einfantil-cascohistorico@zaragoza.es  ,Teléfono: 976430862,Código postal: 50003,50018878
Denominación específica: LA PAZ,Dirección de correo electrónico: einfantil-lapaz@zaragoza.es  ,Teléfono: 976272348,Código postal: 50007,50018374
Denominación específica: LOS IBONES,Dirección de correo electrónico: einfantil-oliver@zaragoza.es  ,Teléfono: 976489160,Código postal: 50011,50018349
Denominación específica: MARÍA URREA,Dirección de correo electrónico: einfantil-acturnorte@zaragoza.es  ,Teléfono: 976737716,Código postal: 50018,50018362
Denominación específica: PARQUE BRUIL,Dirección de correo electrónico:   ,Teléfono:,Código postal: 50002,50019135
Denominación específica: VILLACAMPA,Dirección de correo electrónico: einfantil-villacampa@zaragoza.es  ,Teléfono: 976523283,Código postal: 50015,50011872
"Denominación específica: E.E.I. ""El Franco""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33750,33028571
"Denominación específica: E.E.I. ""La Magdalena""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33402,33027667
"Denominación específica: E.E.I. ""Jardín de Infancia Cantos""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33400,33028192
"Denominación específica: E.E.I. ""Ayalgas""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33684,33028295
"Denominación específica: E.E.I. ""El Fuejo""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33800,33022268
"Denominación específica: E.E.I. ""Cangas de Onís""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33550,33028702
Denominación específica: Escuela de Educación Infantil,Dirección de correo electrónico:   ,Teléfono:,Código postal: 33010,33028428
"Denominación específica: E.E.I. ""La Pixuetina""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33150,33028091
"Denominación específica: E.E.I. ""Atalía""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33212,33028660
"Denominación específica: E.E.I. ""Los Raitanes""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33213,33028106
"Denominación específica: E.E.I. ""Nuevo Gijón""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33211,33028945
"Denominación específica: E.E.I. ""Viesques""",Dirección de correo electrónico:   ,Teléfono:,Código postal: 33204,33028775
Denominación específica: E.E.I. de Vega-La Camocha,Dirección de correo electrónico:   ,Teléfono:,Código postal: 33391,33028842
