Nombre,Email,Telefono,Codigo_Postal,Tipo Centro,Codigo_Escuela
Denominación específica: Kensington School,Dirección de correo electrónico: a8035568@xtec.cat  ,Teléfono: 932035457,Código postal: 08034,Naturaleza: Centro privado,08035568
Denominación específica: La Farigola de Vallcarca,Dirección de correo electrónico: a8002198@xtec.cat  ,Teléfono: 932138802,Código postal: 08023,Naturaleza: Centro público,08002198
Denominación específica: La Flor de Maig,Dirección de correo electrónico: a8075645@xtec.cat  ,Teléfono:,Código postal: 08005,Naturaleza: Centro público,08075645
Denominación específica: La Maquinista,Dirección de correo electrónico: a8067764@xtec.cat  ,Teléfono: 933118438,Código postal: 08030,Naturaleza: Centro público,08067764
Denominación específica: La Muntanyeta,Dirección de correo electrónico: a8033523@xtec.cat  ,Teléfono: 934230336,Código postal: 08004,Naturaleza: Centro público,08033523
Denominación específica: La Pau,Dirección de correo electrónico: a8002575@xtec.cat  ,Teléfono: 933136239,Código postal: 08020,Naturaleza: Centro público,08002575
Denominación específica: La Salle Comtal,Dirección de correo electrónico: a8005102@xtec.cat  ,Teléfono: 932682033,Código postal: 08003,Naturaleza: Centro privado,08005102
Denominación específica: La Salle Horta,Dirección de correo electrónico: a8009934@xtec.cat  ,Teléfono: 934271500,Código postal: 08031,Naturaleza: Centro privado,08009934
Denominación específica: Labouré,Dirección de correo electrónico: a8005643@xtec.cat  ,Teléfono: 934127120,Código postal: 08001,Naturaleza: Centro privado,08005643
Denominación específica: L'Arc de Sant Martí,Dirección de correo electrónico: a8002393@xtec.cat  ,Teléfono: 933141776,Código postal: 08020,Naturaleza: Centro público,08002393
Denominación específica: Lavínia,Dirección de correo electrónico: ceiplavinia@xtec.cat  ,Teléfono: 933395433,Código postal: 08028,Naturaleza: Centro público,08043841
Denominación específica: Les Corts,Dirección de correo electrónico: a8037802@xtec.cat  ,Teléfono: 933307451,Código postal: 08028,Naturaleza: Centro público,08037802
Denominación específica: L'Estel,Dirección de correo electrónico: a8043474@xtec.cat  ,Teléfono: 933511698,Código postal: 08027,Naturaleza: Centro público,08043474
Denominación específica: L'Horitzó,Dirección de correo electrónico: a8039987@xtec.cat  ,Teléfono: 934177658,Código postal: 08022,Naturaleza: Centro privado,08039987
Denominación específica: Lloret,Dirección de correo electrónico: a8006477@xtec.cat  ,Teléfono: 933329943,Código postal: 08014,Naturaleza: Centro privado,08006477
Denominación específica: l'Univers,Dirección de correo electrónico: a8066504@xtec.cat  ,Teléfono: 932197100,Código postal: 08012,Naturaleza: Centro público,08066504
Denominación específica: Lys,Dirección de correo electrónico: a8004641@xtec.cat  ,Teléfono: 934175079,Código postal: 08006,Naturaleza: Centro privado,08004641
Denominación específica: Magòria,Dirección de correo electrónico: a8010821@xtec.cat  ,Teléfono: 934236574,Código postal: 08004,Naturaleza: Centro privado,08010821
Denominación específica: Mare Alfonsa Cavín,Dirección de correo electrónico: a8008309@xtec.cat  ,Teléfono: 933594996,Código postal: 08033,Naturaleza: Centro privado,08008309
Denominación específica: Mare de Déu de Montserrat,Dirección de correo electrónico: a8002186@xtec.cat  ,Teléfono: 934181300,Código postal: 08035,Naturaleza: Centro público,08002186
Denominación específica: Mare de Déu del Coll,Dirección de correo electrónico: a8010547@xtec.cat  ,Teléfono: 932846543,Código postal: 08032,Naturaleza: Centro privado,08010547
Denominación específica: Mare de Déu del Roser Les Planes,Dirección de correo electrónico: a8014449@xtec.cat  ,Teléfono: 934069417,Código postal: 08017,Naturaleza: Centro privado,08014449
Denominación específica: Mare del Diví Pastor,Dirección de correo electrónico: a8005114@xtec.cat  ,Teléfono: 932654291,Código postal: 08010,Naturaleza: Centro privado,08005114
Denominación específica: Maria Auxiliadora,Dirección de correo electrónico: a8003592@xtec.cat  ,Teléfono: 933257712,Código postal: 08015,Naturaleza: Centro privado,08003592
Denominación específica: Maristes Anna Ravell,Dirección de correo electrónico: a8003361@xtec.cat  ,Teléfono: 934425027,Código postal: 08004,Naturaleza: Centro privado,08003361
Denominación específica: Maristes Sants - les Corts,Dirección de correo electrónico: a8006532@xtec.cat  ,Teléfono: 934908625,Código postal: 08014,Naturaleza: Centro privado,08006532
Denominación específica: Mary Ward,Dirección de correo electrónico: a8004018@xtec.cat  ,Teléfono: 932018555,Código postal: 08006,Naturaleza: Centro privado,08004018
Denominación específica: Mediterrània,Dirección de correo electrónico: a8054903@xtec.cat  ,Teléfono: 932216794,Código postal: 08003,Naturaleza: Centro público,08054903
Denominación específica: Mestre Enric Gibert i Camins,Dirección de correo electrónico: a8041179@xtec.cat  ,Teléfono: 933458649,Código postal: 08030,Naturaleza: Centro público,08041179
Denominación específica: Milà i Fontanals,Dirección de correo electrónico: a8001820@xtec.cat  ,Teléfono: 934427038,Código postal: 08001,Naturaleza: Centro público,08001820
Denominación específica: Mirades,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08032,Naturaleza: Centro público,08077095
Denominación específica: Mireia,Dirección de correo electrónico: a8008747@xtec.cat  ,Teléfono: 932454998,Código postal: 08010,Naturaleza: Centro privado,08008747
Denominación específica: Molí de Finestrelles,Dirección de correo electrónico: a8002551@xtec.cat  ,Teléfono: 933456816,Código postal: 08030,Naturaleza: Centro público,08002551
Denominación específica: Montseny-Poblenou,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08019,Naturaleza: Centro privado,08035076
Denominación específica: Montserrat,Dirección de correo electrónico: a8006490@xtec.cat  ,Teléfono: 934210711,Código postal: 08014,Naturaleza: Centro privado,08006490
Denominación específica: Nabí,Dirección de correo electrónico: ceip-nabi@xtec.cat  ,Teléfono: 934068408,Código postal: 08017,Naturaleza: Centro público,08043851
Denominación específica: Nostra Senyora de Lurdes,Dirección de correo electrónico: a8004328@xtec.cat  ,Teléfono: 932377475,Código postal: 08006,Naturaleza: Centro privado,08004328
Denominación específica: Nou Patufet,Dirección de correo electrónico: a8010006@xtec.cat  ,Teléfono: 932856327,Código postal: 08012,Naturaleza: Centro privado,08010006
Denominación específica: Octavio Paz,Dirección de correo electrónico: a8052165@xtec.cat  ,Teléfono: 933490295,Código postal: 08027,Naturaleza: Centro público,08052165
Denominación específica: Orlandai,Dirección de correo electrónico: a8043863@xtec.cat  ,Teléfono: 932030935,Código postal: 08034,Naturaleza: Centro público,08043863
Denominación específica: Palcam,Dirección de correo electrónico: a8010468@xtec.cat  ,Teléfono: 934359749,Código postal: 08025,Naturaleza: Centro privado,08010468
Denominación específica: Parc de la Ciutadella,Dirección de correo electrónico: a8001601@xtec.cat  ,Teléfono: 933195847,Código postal: 08003,Naturaleza: Centro público,08001601
Denominación específica: Pare Manyanet,Dirección de correo electrónico: a8009673@xtec.cat  ,Teléfono: 934396700,Código postal: 08029,Naturaleza: Centro privado,08009673
Denominación específica: Patronat Domènech,Dirección de correo electrónico: a8007202@xtec.cat  ,Teléfono: 932370035,Código postal: 08012,Naturaleza: Centro público,08007202
Denominación específica: Pau Casals-Gràcia,Dirección de correo electrónico: a8043267@xtec.cat  ,Teléfono: 932195362,Código postal: 08024,Naturaleza: Centro público,08043267
Denominación específica: Pau Vila,Dirección de correo electrónico: a8041969@xtec.cat  ,Teléfono: 934229840,Código postal: 08004,Naturaleza: Centro público,08041969
Denominación específica: Pere IV,Dirección de correo electrónico: a8062675@xtec.cat  ,Teléfono: 933032803,Código postal: 08005,Naturaleza: Centro público,08062675
Denominación específica: Pérez Iborra,Dirección de correo electrónico: info@pereziborra.com  ,Teléfono: 934880057,Código postal: 08007,Naturaleza: Centro privado,08005205
Denominación específica: Piaget,Dirección de correo electrónico: a8011096@xtec.cat  ,Teléfono: 934296102,Código postal: 08032,Naturaleza: Centro privado,08011096
Denominación específica: Poblenou,Dirección de correo electrónico: a8002642@xtec.cat  ,Teléfono: 933072613,Código postal: 08018,Naturaleza: Centro público,08002642
Denominación específica: Poeta Foix,Dirección de correo electrónico: a8001731@xtec.cat  ,Teléfono: 932018152,Código postal: 08006,Naturaleza: Centro público,08001731
Denominación específica: Pràctiques,Dirección de correo electrónico: a8002058@xtec.cat  ,Teléfono: 934907023,Código postal: 08014,Naturaleza: Centro público,08002058
Denominación específica: Prínceps 23 d'Abril,Dirección de correo electrónico: a8007524@xtec.cat  ,Teléfono: 933537591,Código postal: 08031,Naturaleza: Centro privado,08007524
Denominación específica: Proa,Dirección de correo electrónico: a8006118@xtec.cat  ,Teléfono: 934219529,Código postal: 08014,Naturaleza: Centro privado,08006118
Denominación específica: Provençals,Dirección de correo electrónico: a8043115@xtec.cat  ,Teléfono: 933086396,Código postal: 08018,Naturaleza: Centro público,08043115
Denominación específica: Rambleta del Clot,Dirección de correo electrónico: a8002617@xtec.cat  ,Teléfono: 932454243,Código postal: 08018,Naturaleza: Centro público,08002617
Denominación específica: Ramon Casas,Dirección de correo electrónico: a8002976@xtec.cat  ,Teléfono: 933315284,Código postal: 08038,Naturaleza: Centro público,08002976
Denominación específica: Ramon Llull,Dirección de correo electrónico: a8008656@xtec.cat  ,Teléfono: 933518214,Código postal: 08027,Naturaleza: Centro privado,08008656
Denominación específica: Rec Comtal,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08033,Naturaleza: Centro público,08072310
Denominación específica: Reial Monestir de Santa Isabel,Dirección de correo electrónico: a8004705@xtec.cat  ,Teléfono: 932032788,Código postal: 08017,Naturaleza: Centro privado,08004705
Denominación específica: Reina Violant,Dirección de correo electrónico: a8004389@xtec.cat  ,Teléfono: 932189752,Código postal: 08012,Naturaleza: Centro público,08004389
Denominación específica: Roig Tesalia,Dirección de correo electrónico: a8009016@xtec.cat  ,Teléfono: 934364051,Código postal: 08025,Naturaleza: Centro privado,08009016
Denominación específica: Sadako,Dirección de correo electrónico: a8005072@xtec.cat  ,Teléfono: 934189428,Código postal: 08035,Naturaleza: Centro privado,08005072
Denominación específica: Sagrada Família,Dirección de correo electrónico: a8043887@xtec.cat  ,Teléfono: 932074311,Código postal: 08025,Naturaleza: Centro público,08043887
Denominación específica: Sagrada Família,Dirección de correo electrónico: a8003041@xtec.cat  ,Teléfono: 933188716,Código postal: 08002,Naturaleza: Centro privado,08003041
Denominación específica: Sagrado Corazón,Dirección de correo electrónico: a8009156@xtec.cat  ,Teléfono: 932312606,Código postal: 08013,Naturaleza: Centro privado,08009156
Denominación específica: Sagrat Cor,Dirección de correo electrónico: a8003336@xtec.cat  ,Teléfono: 934410296,Código postal: 08015,Naturaleza: Centro privado,08003336
Denominación específica: Sagrat Cor-Diputació,Dirección de correo electrónico: a8005266@xtec.cat  ,Teléfono: 932656361,Código postal: 08009,Naturaleza: Centro privado,08005266
Denominación específica: Sagrat Cor-Sarrià,Dirección de correo electrónico: a8004717@xtec.cat  ,Teléfono: 932030200,Código postal: 08034,Naturaleza: Centro privado,08004717
Denominación específica: San Francisco,Dirección de correo electrónico: a8008930@xtec.cat  ,Teléfono: 933132665,Código postal: 08020,Naturaleza: Centro privado,08008930
Denominación específica: San Rafael,Dirección de correo electrónico: a8008012@xtec.cat  ,Teléfono: 933139292,Código postal: 08020,Naturaleza: Centro privado,08008012
Denominación específica: Sant Ferran,Dirección de correo electrónico: a8007871@xtec.cat  ,Teléfono: 933548991,Código postal: 08042,Naturaleza: Centro privado,08007871
Denominación específica: Sant Francesc Xavier,Dirección de correo electrónico: a8005151@xtec.cat  ,Teléfono: 934245791,Código postal: 08004,Naturaleza: Centro privado,08005151
Denominación específica: Sant Gregori,Dirección de correo electrónico: a8004195@xtec.cat  ,Teléfono: 932123108,Código postal: 08035,Naturaleza: Centro privado,08004195
Denominación específica: Sant Joan Bosco,Dirección de correo electrónico: a8011394@xtec.cat  ,Teléfono: 934280250,Código postal: 08035,Naturaleza: Centro privado,08011394
Denominación específica: Sant Josep,Dirección de correo electrónico: a8006970@xtec.cat  ,Teléfono: 932372019,Código postal: 08012,Naturaleza: Centro privado,08006970
Denominación específica: Sant Josep Oriol,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08033,Naturaleza: Centro público,08002307
Denominación específica: Sant Lluís,Dirección de correo electrónico: a8007482@xtec.cat  ,Teléfono: 933544387,Código postal: 08016,Naturaleza: Centro privado,08007482
Denominación específica: Sant Martí,Dirección de correo electrónico: a8064167@xtec.cat  ,Teléfono: 936240240,Código postal: 08018,Naturaleza: Centro público,08064167
Denominación específica: Sant Miquel,Dirección de correo electrónico: a8009636@xtec.cat  ,Teléfono: 934104005,Código postal: 08036,Naturaleza: Centro privado,08009636
Denominación específica: Sant Ramon Nonat,Dirección de correo electrónico: a8009454@xtec.cat  ,Teléfono: 933339972,Código postal: 08028,Naturaleza: Centro privado,08009454
Denominación específica: Sant Vicenç de Paül,Dirección de correo electrónico: a8006313@xtec.cat  ,Teléfono: 934313599,Código postal: 08014,Naturaleza: Centro privado,08006313
Denominación específica: Santa Clara,Dirección de correo electrónico: a8013846@xtec.cat  ,Teléfono: 932123593,Código postal: 08017,Naturaleza: Centro privado,08013846
Denominación específica: Santa Dorotea,Dirección de correo electrónico: a8004778@xtec.cat  ,Teléfono: 932032892,Código postal: 08017,Naturaleza: Centro privado,08004778
Denominación específica: Santa Teresa - Ganduxer,Dirección de correo electrónico: a8004201@xtec.cat  ,Teléfono: 932123354,Código postal: 08022,Naturaleza: Centro privado,08004201
Denominación específica: Santa Teresa de Lisieux,Dirección de correo electrónico: a8009508@xtec.cat  ,Teléfono: 934309318,Código postal: 08029,Naturaleza: Centro privado,08009508
Denominación específica: Santísima Trinidad,Dirección de correo electrónico: a8009235@xtec.cat  ,Teléfono: 932744195,Código postal: 08033,Naturaleza: Centro privado,08009235
Denominación específica: Sil,Dirección de correo electrónico: a8004080@xtec.cat  ,Teléfono: 932126754,Código postal: 08022,Naturaleza: Centro privado,08004080
Denominación específica: Splai,Dirección de correo electrónico: a8037841@xtec.cat  ,Teléfono: 933404010,Código postal: 08016,Naturaleza: Centro público,08037841
Denominación específica: Tàber,Dirección de correo electrónico: escola@taber.cat  ,Teléfono: 932801023,Código postal: 08017,Naturaleza: Centro público,08043899
Denominación específica: Taxonera,Dirección de correo electrónico: a8039513@xtec.cat  ,Teléfono: 933585164,Código postal: 08032,Naturaleza: Centro público,08039513
Denominación específica: Thau,Dirección de correo electrónico: a8003816@xtec.cat  ,Teléfono: 932030154,Código postal: 08034,Naturaleza: Centro privado,08003816
Denominación específica: Timbaler del Bruc,Dirección de correo electrónico: a8002368@xtec.cat  ,Teléfono: 933522951,Código postal: 08016,Naturaleza: Centro público,08002368
Denominación específica: Torrent de Can Carabassa,Dirección de correo electrónico: a8055932@xtec.cat  ,Teléfono: 934074160,Código postal: 08032,Naturaleza: Centro público,08055932
Denominación específica: Tres Fonts de les Corts,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08028,Naturaleza: Centro público,08077101
Denominación específica: Tresfonts,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08041,Naturaleza: Centro público,08002812
Denominación específica: Turó Blau,Dirección de correo electrónico: a8008449@xtec.cat  ,Teléfono: 933468602,Código postal: 08030,Naturaleza: Centro público,08008449
Denominación específica: Turó del Cargol,Dirección de correo electrónico: a8043838@xtec.cat  ,Teléfono: 932844718,Código postal: 08024,Naturaleza: Centro público,08043838
Denominación específica: Valldaura,Dirección de correo electrónico: a8008474@xtec.cat  ,Teléfono: 933591395,Código postal: 08016,Naturaleza: Centro privado,08008474
Denominación específica: Vedruna Gràcia Barcelona,Dirección de correo electrónico: a8006908@xtec.cat  ,Teléfono: 932188269,Código postal: 08012,Naturaleza: Centro privado,08006908
Denominación específica: Verns,Dirección de correo electrónico: a8008796@xtec.cat  ,Teléfono: 933135051,Código postal: 08020,Naturaleza: Centro privado,08008796
Denominación específica: Vila Olímpica,Dirección de correo electrónico: a8052785@xtec.cat  ,Teléfono: 932254998,Código postal: 08005,Naturaleza: Centro público,08052785
Denominación específica: Voramar,Dirección de correo electrónico: a8008851@xtec.cat  ,Teléfono: 932251324,Código postal: 08005,Naturaleza: Centro privado,08008851
Denominación específica: Zurich,Dirección de correo electrónico: a8044818@xtec.cat  ,Teléfono: 932037606,Código postal: 08034,Naturaleza: Centro privado,08044818
Denominación específica: 9 GRAONS,Dirección de correo electrónico: a8075608@xtec.cat  ,Teléfono:,Código postal: 08009,Naturaleza: Centro público,08075608
Denominación específica: Sant Marc,Dirección de correo electrónico: a8017633@xtec.cat  ,Teléfono: 938250953,Código postal: 08680,Naturaleza: Centro público,08017633
Denominación específica: Sant Lluís de Pla i Amell Bosch,Dirección de correo electrónico: a8014590@xtec.cat  ,Teléfono: 936390011,Código postal: 08859,Naturaleza: Centro privado,08014590
Denominación específica: Colors,Dirección de correo electrónico: a8066413@xtec.cat  ,Teléfono: 938497222,Código postal: 08520,Naturaleza: Centro público,08066413
Denominación específica: Sant Joan,Dirección de correo electrónico: a8014620@xtec.cat  ,Teléfono: 938211083,Código postal: 08600,Naturaleza: Centro público,08014620
Denominación específica: Vedruna Berga,Dirección de correo electrónico: a8014656@xtec.cat  ,Teléfono: 938210186,Código postal: 08600,Naturaleza: Centro privado,08014656
Denominación específica: Jaume Balmes,Dirección de correo electrónico: a8015806@xtec.cat  ,Teléfono: 938340235,Código postal: 08296,Naturaleza: Centro público,08015806
Denominación específica: Pla de l'Avellà,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08349,Naturaleza: Centro público,08059779
Denominación específica: Sant Feliu,Dirección de correo electrónico: a8014887@xtec.cat  ,Teléfono: 937590099,Código postal: 08349,Naturaleza: Centro privado,08014887
Denominación específica: L'Olivera,Dirección de correo electrónico: a8014905@xtec.cat  ,Teléfono: 937508060,Código postal: 08348,Naturaleza: Centro público,08014905
Denominación específica: Alta Segarra,Dirección de correo electrónico: a8014929@xtec.cat  ,Teléfono: 938698296,Código postal: 08280,Naturaleza: Centro público,08014929
Denominación específica: El Calderí,Dirección de correo electrónico: a8065299@xtec.cat  ,Teléfono: 938627730,Código postal: 08140,Naturaleza: Centro público,08065299
Denominación específica: Escola Pia de Caldes de Montbui,Dirección de correo electrónico: a8015041@xtec.cat  ,Teléfono: 938650333,Código postal: 08140,Naturaleza: Centro privado,08015041
Denominación específica: Sagrada Família,Dirección de correo electrónico: a8015004@xtec.cat  ,Teléfono: 937911552,Código postal: 08393,Naturaleza: Centro público,08015004
Denominación específica: Escola Pia de Calella,Dirección de correo electrónico: a8015120@xtec.cat  ,Teléfono: 937690455,Código postal: 08370,Naturaleza: Centro privado,08015120
Denominación específica: La Minerva,Dirección de correo electrónico: a8015119@xtec.cat  ,Teléfono: 937691667,Código postal: 08370,Naturaleza: Centro público,08015119
Denominación específica: Joventut,Dirección de correo electrónico: a8015247@xtec.cat  ,Teléfono: 938360168,Código postal: 08262,Naturaleza: Centro público,08015247
Denominación específica: Congost,Dirección de correo electrónico: a8039677@xtec.cat  ,Teléfono: 938494744,Código postal: 08420,Naturaleza: Centro público,08039677
Denominación específica: El Viver,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08110,Naturaleza: Centro público,08021636
Denominación específica: FEDAC-Canet,Dirección de correo electrónico: a8015296@xtec.cat  ,Teléfono: 937940790,Código postal: 08360,Naturaleza: Centro privado,08015296
Denominación específica: Turó del Drac,Dirección de correo electrónico: a8060836@xtec.cat  ,Teléfono: 937943879,Código postal: 08360,Naturaleza: Centro público,08060836
Denominación específica: l'Estelada,Dirección de correo electrónico: a8015375@xtec.cat  ,Teléfono: 938434131,Código postal: 08445,Naturaleza: Centro público,08015375
Denominación específica: Mare del Diví Pastor,Dirección de correo electrónico: a8015429@xtec.cat  ,Teléfono: 938010182,Código postal: 08786,Naturaleza: Centro privado,08015429
Denominación específica: Can Manent,Dirección de correo electrónico: a8067090@xtec.cat  ,Teléfono: 938713757,Código postal: 08440,Naturaleza: Centro público,08067090
Denominación específica: Les Aigües,Dirección de correo electrónico: escolalesaigues@xtec.cat  ,Teléfono: 938711896,Código postal: 08440,Naturaleza: Centro público,08053455
Denominación específica: Ramon Macip - Dolors Granés,Dirección de correo electrónico: a8015454@xtec.cat  ,Teléfono: 938461752,Código postal: 08440,Naturaleza: Centro público,08015454
Denominación específica: Vedruna Cardona,Dirección de correo electrónico: a8015545@xtec.cat  ,Teléfono: 938692876,Código postal: 08261,Naturaleza: Centro privado,08015545
Denominación específica: Montagut,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08398,Naturaleza: Centro público,08062821
Denominación específica: Santa Susanna,Dirección de correo electrónico: escolasantasusanna@xtec.cat  ,Teléfono: 937678103,Código postal: 08398,Naturaleza: Centro público,08028515
Denominación específica: Bonavista,Dirección de correo electrónico: a8034229@xtec.cat  ,Teléfono: 937144195,Código postal: 08211,Naturaleza: Centro público,08034229
Denominación específica: El Sol i La Lluna,Dirección de correo electrónico: ceipsolilluna@xtec.cat  ,Teléfono: 937472906,Código postal: 08211,Naturaleza: Centro público,08064027
Denominación específica: FEDAC-Castellar,Dirección de correo electrónico: a8015703@xtec.cat  ,Teléfono: 937145385,Código postal: 08211,Naturaleza: Centro privado,08015703
Denominación específica: Mestre Pla,Dirección de correo electrónico: a8054824@xtec.cat  ,Teléfono: 937472210,Código postal: 08211,Naturaleza: Centro público,08054824
Denominación específica: Sant Esteve,Dirección de correo electrónico: a8076558@xtec.cat  ,Teléfono:,Código postal: 08211,Naturaleza: Centro público,08076558
Denominación específica: Els Arenys,Dirección de correo electrónico: a8057229@xtec.cat  ,Teléfono: 937723670,Código postal: 08755,Naturaleza: Centro público,08057229
Denominación específica: Mare de Déu de Montserrat,Dirección de correo electrónico: a8015821@xtec.cat  ,Teléfono: 937720834,Código postal: 08755,Naturaleza: Centro público,08015821
Denominación específica: La Popa,Dirección de correo electrónico:   ,Teléfono:,Código postal: 08183,Naturaleza: Centro público,08015831
Denominación específica: Can Roca,Dirección de correo electrónico: a8034084@xtec.cat  ,Teléfono: 936644001,Código postal: 08860,Naturaleza: Centro público,08034084
Denominación específica: Els Pins,Dirección de correo electrónico: a8015855@xtec.cat  ,Teléfono: 936654656,Código postal: 08860,Naturaleza: Centro público,08015855
Denominación específica: Garigot,Dirección de correo electrónico: ceipgarigot@xtec.cat  ,Teléfono: 936367805,Código postal: 08860,Naturaleza: Centro público,08060599
Denominación específica: Josep Guinovart,Dirección de correo electrónico: a8062924@xtec.cat  ,Teléfono: 936360494,Código postal: 08860,Naturaleza: Centro público,08062924
Denominación específica: Lluís Vives,Dirección de correo electrónico: a8015843@xtec.cat  ,Teléfono: 936656353,Código postal: 08860,Naturaleza: Centro público,08015843
Denominación específica: Petit Món-Felisa Bastida,Dirección de correo electrónico: a8037048@xtec.cat  ,Teléfono: 936651815,Código postal: 08860,Naturaleza: Centro privado,08037048
Denominación específica: Torre Barona,Dirección de correo electrónico: etorrebarona@gmail.com  ,Teléfono: 936656199,Código postal: 08860,Naturaleza: Centro público,08037929
Denominación específica: Coll de Gossem - ZER Tres Branques,Dirección de correo electrónico: a8016069@xtec.cat  ,Teléfono: 938356038,Código postal: 08255,Naturaleza: Centro público,08016069
Denominación específica: L'Olivar,Dirección de correo electrónico: a8063862@xtec.cat  ,Teléfono: 938272565,Código postal: 08251,Naturaleza: Centro público,08063862
Denominación específica: Castellterçol,Dirección de correo electrónico: a8071214@xtec.cat  ,Teléfono: 938668040,Código postal: 08183,Naturaleza: Centro público,08071214
Denominación específica: Ildefons Cerdà,Dirección de correo electrónico: a8016185@xtec.cat  ,Teléfono: 938810804,Código postal: 08540,Naturaleza: Centro público,08016185
Denominación específica: Xoriguer,Dirección de correo electrónico: a8067041@xtec.cat  ,Teléfono: 938813245,Código postal: 08540,Naturaleza: Centro público,08067041
Denominación específica: Dominiques Vallirana,Dirección de correo electrónico: a8030777@xtec.cat  ,Teléfono: 936832846,Código postal: 08759,Naturaleza: Centro privado,08030777
Denominación específica: L'Olivera,Dirección de correo electrónico: a8060851@xtec.cat  ,Teléfono: 936830509,Código postal: 08759,Naturaleza: Centro público,08060851
Denominación específica: Bellaterra,Dirección de correo electrónico: a8039896@xtec.cat  ,Teléfono: 935811030,Código postal: 08193,Naturaleza: Centro público,08039896
Denominación específica: Collserola,Dirección de correo electrónico: a8062626@xtec.cat  ,Teléfono: 936922595,Código postal: 08290,Naturaleza: Centro público,08062626
Denominación específica: FEDAC-Cerdanyola,Dirección de correo electrónico: a8028795@xtec.cat  ,Teléfono: 936920884,Código postal: 08290,Naturaleza: Centro privado,08028795
Denominación específica: Les Fontetes,Dirección de correo electrónico: a8028758@xtec.cat  ,Teléfono: 936922170,Código postal: 08290,Naturaleza: Centro público,08028758
Denominación específica: Ramon Fuster,Dirección de correo electrónico: a8028850@xtec.cat  ,Teléfono: 935864106,Código postal: 08193,Naturaleza: Centro privado,08028850
Denominación específica: Sant Martí,Dirección de correo electrónico: a8028746@xtec.cat  ,Teléfono: 936920881,Código postal: 08290,Naturaleza: Centro público,08028746
Denominación específica: Turó de Guiera,Dirección de correo electrónico: ceipturodeguiera@xtec.cat  ,Teléfono: 935802072,Código postal: 08290,Naturaleza: Centro público,08053650
Denominación específica: Xarau,Dirección de correo electrónico: a8038351@xtec.cat  ,Teléfono: 936926404,Código postal: 08290,Naturaleza: Centro público,08038351
Denominación específica: Santa Maria de Cervelló,Dirección de correo electrónico: santamariacervello@gmail.com  ,Teléfono: 936600599,Código postal: 08758,Naturaleza: Centro público,08016240
Denominación específica: Mansuet,Dirección de correo electrónico: a8064945@xtec.cat  ,Teléfono: 937779838,Código postal: 08293,Naturaleza: Centro público,08064945
Denominación específica: Colònia Güell,Dirección de correo electrónico: a8043760@xtec.cat  ,Teléfono: 936450762,Código postal: 08690,Naturaleza: Centro público,08043760
Denominación específica: Cau de la Guineu,Dirección de correo electrónico: a8063965@xtec.cat  ,Teléfono: 936881121,Código postal: 08757,Naturaleza: Centro público,08063965
Denominación específica: Jaume Balmes,Dirección de correo electrónico: a8016331@xtec.cat  ,Teléfono: 936501704,Código postal: 08757,Naturaleza: Centro público,08016331
Denominación específica: Abat Oliba,Dirección de correo electrónico: a8016422@xtec.cat  ,Teléfono: 933774378,Código postal: 08940,Naturaleza: Centro público,08016422
Denominación específica: Anselm Clavé,Dirección de correo electrónico: a8016380@xtec.cat  ,Teléfono: 933774343,Código postal: 08940,Naturaleza: Centro público,08016380
Denominación específica: Betània,Dirección de correo electrónico: a8016513@xtec.cat  ,Teléfono: 933751102,Código postal: 08940,Naturaleza: Centro privado,08016513
Denominación específica: Els Pins,Dirección de correo electrónico: a8016771@xtec.cat  ,Teléfono: 933774293,Código postal: 08940,Naturaleza: Centro público,08016771
Denominación específica: L'Areny,Dirección de correo electrónico: a8035881@xtec.cat  ,Teléfono: 933776157,Código postal: 08940,Naturaleza: Centro público,08035881
Denominación específica: Mediterrània,Dirección de correo electrónico: a8051240@xtec.cat  ,Teléfono: 933772504,Código postal: 08940,Naturaleza: Centro público,08051240
Denominación específica: Mossèn Jacint Verdaguer,Dirección de correo electrónico: a8016392@xtec.cat  ,Teléfono: 933766079,Código postal: 08940,Naturaleza: Centro público,08016392
Denominación específica: Sant Antoni Maria Claret,Dirección de correo electrónico: a8016501@xtec.cat  ,Teléfono: 933761949,Código postal: 08940,Naturaleza: Centro privado,08016501
Denominación específica: Sant Miquel,Dirección de correo electrónico: a8042299@xtec.cat  ,Teléfono: 933769056,Código postal: 08940,Naturaleza: Centro público,08042299
Denominación específica: Suris,Dirección de correo electrónico: a8037978@xtec.cat  ,Teléfono: 933777457,Código postal: 08940,Naturaleza: Centro público,08037978
Denominación específica: Camins,Dirección de correo electrónico: a8064817@xtec.cat  ,Teléfono: 938402215,Código postal: 08520,Naturaleza: Centro público,08064817
Denominación específica: Joan Sanpera i Torras,Dirección de correo electrónico: ceipjoansanpera@xtec.cat  ,Teléfono: 938495594,Código postal: 08520,Naturaleza: Centro público,08017271
